문예진,이상민,정수연,정승연,황의린,평균,표준편차,상품명,리뷰,index
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"하고 좋다고 하길래 사서 쓰고 있는데 자극도 없고 좋은거 같아요
 근데 막 바르고나면 얼굴이 촉촉한건아니고 그래도 나름 괜찮아서 계속 사용해보고 있어요",5390
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"이건 세일하면 무조건 사야해요 ㅎㅎ
 일년넘게 씁니다...물스킨에 아무것도 업는것같지만 은근 보습도 되요^^",5391
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"이번에가 두통째 입니다!!
 제가 피부 진짜 예민해서 맞는거 찾는거 힘들고 귀찮았는데 드디어 찾아서 잘쓰고 있습니당ㅎㅎ",5392
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),수분충점토너로 추천 가ㅇ볍고 부담없이 수분감 가득해요 대용량이라 듬뿍 쓰구 인위적인 향도 없는거 같고 순하고 좋아요,5393
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"친구가 추천해줘서 구매했어요.
 닦토용으로 쓰려고 했는데 역시 성분도 착하고, 수분감도 있어서 정착하게 되었어요.
 
 #수분유목민제품
 #착한성분으로된
 #독도토너완전짱",5394
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),그냥 물같은 제형이고 각질이 많은 피부라서 꾸준히 한통 전부 사용하면서 기대해봤는데 효과는 별로 없었구요 저한테는 각질불려서 닦아내기에 좋았던 제품이었어요,5395
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),악건성인데 이제품으로 스킨팩쓰고 많이좋아진느낌이에요! 여러스킨 많이 써봤는데 이제품이 제일순해요,5396
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"자극없이 순하고 촉촉해요
 스킨은 이것저것 옮겨다니는 타입인데 이 제품은 오래 쓸 것 같네요",5397
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"맑고 깨끗한 느낌이고 바르면 보들보들해서 기분이 좋아요
 피부에 안맞으면 어떡하지 했는데 잘맞아서 좋아요",5398
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),유명템이라 궁금해서 샀는데 사용하자마자 좋은걸 알겟더라고요 닦토로 사용햇는데 자극없니 순하고 수분감도 잇고 왜 유명템인지 알겟어요 무향이고 순합니다,5399
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),남동생이 라운드랩 독도토너만 주구장창 쓰고 있어요. 떨어지기 무섭게 계속 사달라고 합니다.,5400
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"사춘기인 딸 아이 피부에 잘 맞아요
 두번째 쓰는 중인데 트러블 없고 여드름도 안 나요
 지금 잘 사용하고 있어요",5401
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦는 토너용으로도 쓰고 미스트 처럼도 씁니다. 피부결 정돈 하는데 베이스용으로 굿이라 항상 대용량으로 할인할때 많이 사요~~,5402
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"약간 점성이 있는 토너라서
 물토너 찾으시는분께는 맞지않아요
 다만 순하고 대용량 진정및수분 토너 찾으시는 분께는 츄천합니다",5403
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순하고 닦토에 좋은거같아요 검색해보고 샀는데 저한테 잘맞는거 같아 계속 쓸 예정이에요 ㅎㅎ,5404
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"쓰고있던 토너를 다써서 뭘살지 고민하다가
 독도토너가 인기가많길래 사봤어요
 일단 무색무취이구요 생각보다 촉촉하더라규요
 열심히 한번 써보려규요 !",5405
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),맑은 물 제형이고 순하고 좋음. 작은 용량 써보고 좋아서 대용량도 구입했는데 앞으로 정착할듯,5406
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),늘 사용하는 제품입니다. 향이 없어서 좋고요 각질이 잘 일어나는 편인데 아침 저녁 이걸로 정리가 어느 정도 되는 것 같아요. 변치 말고 이대로만 나오면 좋겠어요.,5407
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),이마에 좁쌀여드름이 너무 많아서 좋다는거 다써봤는데 그것보단 화장품 양을 줄이고 독도토너로 닦고 로션만 발라줬더니 오히려 더 좋은것 같아요,5408
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"매번 사용하는 독도토너
 대용량에 부담없이 사용할 수 있는 가격대라 닦토에 사용하고 있어요
 순하고 만족해요",5409
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦토용으로 샀어요 순해서 샘플로 온것 사용해본 지인이 좋다고 해서 지인에게 나누어 줬어요,5410
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),올리브영에서 처음 본 브랜드..후기가 좋아서 구매해봤어요. 용량이 커서 중고딩 아이들이 부담없이 사용하기 좋습니다.,5411
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"일주일정도 사용해봤는데
 확실히 인기있는 제품은 이유가 있네요
 세안하고 피부결 정리와 피지 관리에도 어느정도 도움이 되는거 같아요 
 남은거 사용해보고 ㅈㅐ구매 각입니다",5412
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"향이 상당히 독특함. 이상한게 아니라 여태까지 맡아보지 못한 향
 보습 굿굿 잘 흡수되는 느낌",5413
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),제형이 액체같아서 전 좋았습니다. 막 자극적이지도 않구요 피부에 빠르게 스며들고 번들거리는 느낌이 전혀 없어서 좋았어요.,5414
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),너무 물같아서 자꾸 바닥에 흐르긴 한데 찐득거리지 않아서 좋고 성분이 순하고 양이 많아서 좋아요,5415
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦토 하려고 구매했던건데 처음 사용했던 날 트러블이 많이 가라앉았어요 이후에도 무난해서 재구매 후 사용중입니다 좋아요!,5416
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순하고 좋아요 깔끔하고 자극이 없음 닦토하기에 적절하고 가끔 스킨팩으로도 써요 재구매 의향 있음!!,5417
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),용량도 넘 맘에 들고 이 토너를 쓰기 시작하니까 트러블이 정말 줄었어요!ㅠㅠ너무 좋아요 촉촉하면서 깔끔해요 순하고👍🏻👍🏻,5418
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),차라리 향이 없어서 더 믿을만하고 쓸만한 것 같아요. 용량도 대용량이라 닦아낼때도 솜에 많이 적셔서 닦아내서 쓰고있는데 자극없고 좋은 것 같아요,5419
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),무난하니 가장 쓰기 좋아요 너무 물도 아니고 약간의 점상이 있는 스타일입니다 닦토든 7스킨이든 좋아요,5420
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순한 느낌이 가장 좋았구요- 겨울이라 바르는 형식으로 사용했지만 여름에는 닦는 형식으로도 사용할 수 있을 것 같아요!,5421
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),자극 없이 매일 쓰는 토너로 너무 좋고 대용량인것도 좋아요. 피부결 정돈하는데 좋아서 떨어지면 자주 구매합니다,5422
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),지금 3통째 사용해 봤는데 자극 없고 무향토너 사용하시는분들에게만 추천드려요! 자극이 없는데 자극없는거 빼고는 딱히 좋은점을 모르겠어요,5423
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),무난무난하게 자극도 없고 토너니까 큰 효과는 안 바라고 정말 무난! 해서 잘 쓰고있어요 두번째 구매입니당,5424
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),세안하고 피부닦는데 토너쓰는데 독도토너는 명성은 알고있었지만 정말 기대를 저버리지않네요!! 피부도 예민한데 쓰기전보다 훨씬 깨끗하고 좋아진것같아 정착각입니다!ㅎㅎ,5425
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"저자극 스킨입니다
 닥터지를다쓰고 순한걸찾다가 독도토너를 찾았는데 
 정말 저자극스킨이에요~ 
 강추입니다!!!!",5426
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"건성입니다.
 순해서 쓰기는 하지만 저는 다른 앰플들을 섞어서 사용중이에요
 닦토로 사용하기 딱입니다!",5427
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),다들 순하다고 하길래 사봤는데 진짜 순한 거 같아요! 자극이 없어서 복합성이나 지성피부에 좋은 거 같습니다 ∩^ω^∩,5428
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"정말 자극이 하나도 없고 향도 없어서 좋아요
 가격대가 좀 있은 편이지만 세일할 때 쟁여놓습니다",5429
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"진짜 무난함 끝판왕! 가성비도 좋아서 아끼지 않고 팍팍쓰기에 좋다..
 고 생각했는데 요즘은 세일을 안 하네요
 세일 많이많이 해주세요 엉어어 ㅠㅠㅠ",5430
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),대용량이라 닦토로 쓰기에 적합해요 성분도 순해서 피부타입 가리지 않고 문제없이 사용 가능 할 것 같아요 재구매의사 있습니다,5431
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),독도토너를 처음 써봐서 좋은지 몰랐는데 다른토너 써보고 난뒤에는 독도토너가 피부결정돈에 좋더라고요 한번써보세요,5432
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),사용하는데 아무느낌이 없어요 그냥 조금 더 늦게 마르는 물 같아요 어차피 닦토로 사용하려고 구매한거라 사용 하고있어요.,5433
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),문제없고 무난하니 기본은 합니다. 민감해서 아무거나 못바르는데 지겨워서 그렇지 꾸준히 쓰고 있습니다.,5434
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),리뷰보고 산거라 좀 걱정했는데 제가 올영에서 산것중에 제일 만족하는 제품이에요! 써보고 주변에 적극 추천했는데 알고보니 제가 가장 늦게 샀었네요;;,5435
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"자극 하나도 없이 촉촉하게 피부에 잘 스며들고 , 일단 대용량이라 마음에 듭니다!!! 가성비 제대로인 스킨이에요",5436
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),피부의 상태에 따라 닦토로도 흡토로도 너무 잘쓰고 있어요. 성분도 깔끔하고 피부에 부담이 가지않는 제품이라 너무좋아요.,5437
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"전에 쓰던 토너도 물 같은 순한 제형이었는데 독도 토너가 훨씬 촉촉하고 보습감이 느껴져서 좋아요
 정착할 것 같아요",5438
3,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"속건조 있는 지성이 부담 없이 쓰기 좋아요.
 이즈앤트리는 아무리 발라도 건조했는데, 독도토너는 닥토면서 촉촉하게 흡수되요. 수분이 차오릅니다.
 스킨 유목민은 여기로 정착하세요!",5439
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),건성이구 민감성피부인데 정말 보습이 잘되구 토너뭐 쓸지 고민했는데 자주이용할게여 좋은제품 감사해여,5440
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),계절이 바뀌면서 건조해지고 각질이 생겼는데 독도토너로 바꾸고나서 피부가 너무 매끈해져서 너무너무 만족합니다,5441
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),일단 용량이 엄청나서 듬뿍듬뿍 쓰기에 좋습니다. 자극없이 순하고 향도 마음에 듭니다 잘 쓰고 이썽요,5442
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"피부 예민한데 이건 순하고 촉촉해서 좋아요 진정되요
 토너는 이것만 써요!! 확실히 닦토할때 안할때 피부 달라요",5443
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"독도토너로 바꾼후 쭉 독도토너만 사용중이에요
 순하고 자극적이지 않아서 좋습니다
 여드름 피부에 건조하기까지해서 토너여러가지쓰다가 독도토너에 정착했습니다",5444
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순해서 좋아요 독도토너만 3통째 사용중입니다 항상 구입하는거예요,5445
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),대용량에 가격대비 아주 좋아요 세안하고 닦는 용도로 굿! 재구매할거예요,5446
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"제가 사고서, 엄마꺼도 하나 더 구매 했어요.",5447
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),떨어지기 전에 계속 사두는 토너에요! 건조하고 예민한 피부에 좋아요,5448
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),건조하고 예민한 피부인데 이 토너 쓰고 많이 좋아졌어요!,5449
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),쓰고나서 엄청난 개선은 없지만 그렇다고 트러블이 나지도 않아서 무난하게 쓸 수있어요,5450
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),건성에게 안좋다고하네요 유분기 피부에 좋대요 전 쓰다가 말았어요,5451
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),자극이 없어 항상 이것만 씁니다 토너 유목민이었는데 정착했어용!,5452
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),냄새도 안나고 자극도 적은거같아요 넘 좋네용!,5453
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"향이없어서 좋아요,
 촉촉하고 순해서 자극이 덜 해요",5454
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),쓰다 좋아서 추천해줘서 동생선물로 사줬어요ㅎㅎ,5455
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),무향에 제품도 순한 거 같아서 닦토로 무난하게 사용하고 있어요.,5456
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),리뷰가 좋아서 사봤는데 일단 대용량이라 좋고 물 같은 제형이어서 닦아내는 용으로 좋아요,5457
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),용량도 커서 쓰기 좋아요 흡수도 잘 되고 좋아요,5458
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),전역하고나서 이걸 알게된 이후로 다른거 안쓰고 독도스킨만 쓰네요 순하고 좋아요,5459
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),독도토너 자주 많이 사용합니다. 순하고 좋아요,5460
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"무난템이에요 피부 편안하고 좋아요 
 어차피 자주 사야해서 용량 큰거 살수록 좋음",5461
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),가격도 저렴하고 용량도 많아서 토너용도로 딱인대 효과도 좋은것 같아요 ㅎㅎ,5462
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),자극이 없고 순해서 막 쓰기 좋은 거 같아요 닦토로도 쓰고 스킨팩으로도 씁니다,5463
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),그냥 막 쓰기 좋은 제품 같아요.. 욕실에 두고 사용중,5464
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),이거 몇통째 쓰는지 모르겠어요! 순하고 자극없이 좋아요!!,5465
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),가볍게쓰기 좋고 용량도크고 증정토너도 같이와서좋네여~,5466
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),가볍고 좋네요 용량도 많아서 가성비 좋다고 생각합니다,5467
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),무난하게 쓰기 좋아요~ 자극도 없구요 진정시킬 때 자주 사용하고 있오요~,5468
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"무난무난 하고 
 무엇보다 자극이 없어요
 건성분들에게는 살짝 건조할수도 있을거 같아요",5469
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),저번에 구매해보고 이번에500짜리로 재구매합니다,5470
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),엄마가 대용량스킨을 찾길래 사드렸어요 순하고좋으시대요,5471
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),믿고 씁니다 이거사고 더큰거 할인하던데 그거 살껄 그랫나보ㅏ용,5472
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순해서 좋아요 앞으로 이 토너 계속 사용할거같아요,5473
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"양이 진짜 많아요
 성능은 대단한건 아니지만 무난쓰",5474
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),유명하길래 사봤어요 ㅎ 순하고 좋은거같아요 만족~,5475
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),그냥 순하고 트러블피부엔 막 좋진 않은것같아요,5476
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"자극없이 순하고, 무난하게 세안후에 닦아내기 좋아요",5477
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"엄청 순합니다! 순해서 자주 쓰고 있어요~
 좋아요",5478
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닥토로 유명한 토너라 샀는데 확실히 순하고 좋아요,5479
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),진짜 순해요 저는 닥토용으로 구매했는데 가성비좋네요,5480
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),건성 피부에 닦토겸 해서 사용중인데 용량도 많다보니 부담없이 사용이 가능해요!!,5481
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),지금 쓰고 있는 제품이 있어 아직 사용하지 않아서 모르겠네요ㅎㅎ,5482
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),좋습니다 다음에도 구매할게요 써본것 중에 최고로 좋은거 같아요,5483
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닥토로 진짜 최고인거 같아요 가성비도 좋고 ㅎㅎ,5484
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),두번째 구매 . 순해서 만족. 용량 많이서 만족,5485
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),군대에서 그냥 기본응템으로 사용햇는데 되게 순하게 조아요 !,5486
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순해서 독도 시리즈만 쓰는것같아요 다음엔 클렌징도 구매해보려구요ㅎㅎ,5487
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),독도토너 세안후 피부결 정돈으로 닦아내기 좋아요~,5488
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),복합성피부인데 스킨팩하려고 하나 더샀어요! 펑펑쓰기 좋은듯!,5489
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),큰옹량이라 좋고 순해서 두번좋소 피부결정돈하기에 딱인 제품같아요,5490
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦토하면 하루종일 피곤햇던 피부가 진정되는느낌이에요 좋아요,5491
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),화해에서 젤인기인토너 딱 깔끔하게쓰기조아옹.!,5492
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),무난하게 사용하기에 좋은 제품인 것 같습니다. 부담없이 사용하기에 딱 좋네요!,5493
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),세일하면 항상 대용량으로 사요! 주로 닥토로 쓰고 피부 예민한날에는 물토로도 씁니다!,5494
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순하고 닦토로 사용하고있어요! 여기 브랜드는 순해서 정말 좋아요,5495
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순하고 좋아서 몇통째쓰고있어요 추천 추천합니다,5496
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"무난하게 잘 쓰고 있습니다
 화장솜에 묻혀서 진정팩으로 사용하기 좋습니다",5497
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦토 사려고 보던 중 피부 각질제거 하는 데 제일 좋은 것 같아서 재구매했어요,5498
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순하고 자극적이지 않아요 물토너라 닦아내기도 쉬운 편입니다!,5499
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),피부가 민감한 편인데 순하고 촉촉해서 재구매합니다~,5500
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),엄청나게 뭔가좋은건아닌데 그냥 순하고 닦토로 쓰기좋은것같아욤,5501
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),씻구나와서 항상 사용하는데 피부에 딱 맞는거 같아요,5502
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦토하기에 좋았고 민감하지않은 토너라서 좋았어요~,5503
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),소문듣고 사봤어요 쓸만한거같아요 스킨으로 먼가 드라마틱한걸 기대하는게 이상한거죠,5504
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),너무너무 좋아요 근데 많이쓰게돼서 금방 사야돼요ㅋㅋ,5505
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),대용량에 100ml더받아서 오래오래쓸거 같아요.기초 세안이랑 로션까지 다독도!,5506
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순해서 큰 단점 없이 무난하게 잘 쓰고 있습니다,5507
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),딸이 여드름때문에 샀는데 진정되고.보습도잘되고 좋대요,5508
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),결개선에 매우 좋습니다 챱챱 버르기 좋습니다 만족해요,5509
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),콧물제형이긴 보단 물같은 제형인데도 불구하고 보습이 좋았어요,5510
2,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦아내는 용도로 사용중인데ᆢ 개운하고 향도 진하지않아 좋아요,5511
1,,,,,,,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),늘 사용하는 제품이에요 자극없이 순하네요,5512
