문예진,이상민,정수연,정승연,황의린,평균,표준편차,상품명,리뷰,index
,3,3,3,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"매일 좋다는 소리만 듣다가 세일하길래 샀는데 순하고 좋은 거 같아요 저는 끈적이고 무거운 게 싫어서 수분크림은 손이 잘 안가던데 자작나무 수분크림은 가볍고 흡수가 금방되어서 좋은 거 같아요 유분이 적고 수분이 가득한 느낌이에요 저는 얼굴에 기름지는 거 싫어서 너무 마음에 들었어요 금방 흡수되고 피부에 겉돌지 않고 스며드는 느낌이라 피부에 수분이 가득 차는 느낌이에요 원래 피부가 예민한 편이 아닌데 마스크를 쓰고 다니니 피부에 트러블도 조금 나고 뭘 바르면 따갑고 했는데 자작나무 수분크림은 소문대로 순한 거 같아요 따갑지 않고 촉촉하고 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.
 자작나무 수분크림 촉촉",731
,3,3,3,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"벌써 세번에 구매했어요.
 가격도 좋고 구성도 좋구! 당연히 피부흡수도 뛰어나구요.
 2020년 올리브영 어워드 트렌드 부분 클린 뷰티 수상에 빛나죠!
 올리브영에서 지금 한정 기획세트로 만날 수 있어요.
 48시간 수분지속력과 함께 진정까지 더한 1등크림이라고 해도 과언이 아니에요. 수부지와 홍조 그리고 트러블이 심한 피부가 사용하기 딱이구요. 끈적이지 않고 바르는 즉시 흡수되는 느낌이 너무 좋아요. 주위에서 피부에 뭐했냐고 물어봐서 자작나무 수분크림만 바꿔봤다고 하니 세명이나 구매했다는건 안비밀! 수부지와 속건조피부에는 딱인 제품이에요. 특히 자작나무 라인은 순해서 사용하기 거부감 없죠
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",732
,1,1,2,,1.333333333,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"리뷰 보면서 알맹이 때문에 사람들이 이거 산걸 후회한다는 글을 보면서도 알맹이가 얼마나 신경 쓰이겠어 하는 생각으로 샀는데 와..... 왜 다들 그소리를 했는지 몸소 느끼게 되었네요 알맹이가 많아도 너무 많아요 아무리 터트려도 계속 남아서 터트리다가 화가나요 알맹이랑 싸우기 싫은 사람은 구매를 보류하세요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",733
,2,2,3,,2.333333333,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"이제품은
 언니의 추천으로
 사보게 되었습니다
 일단 자작나무가 수분크림 성분에
 포함이 되어있느니까 제목이 자작나무이겠자용??
 아직 수분크림 유목민이라 정착못하고
 여기저기 떠돌이 생활을 하고있는데
 얘는 일단 다른 제품들과 달리
 용기로 장난치지 않았어요
 다른 수분크림은 막 용기는 엄청큰데
 50ml궁 그렇자나융!?
 하지만 얘는 아주 정직하게 담겨있어서 마음에들어요
 구리구 유분기가 있는 사람한테좋을거같앙ㅅ
 수분기릉 잘 챈겨줘서 속당김이 없어요
 수분크림 어떤거는 아무리 ㅊ ㅕ발 ㅊ ㅕ발 해도
 조금 ㅅ간이 지나면 속에서 당기는 느낌 있잖아여?
 근데얜없더용
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",734
,2,2,3,,2.333333333,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"한 달 정도 쓰고 있는데 아직까지 이 제품으로 극적인 효과를 보지는 못했지만 나름 괜찮고 좋다고 생각해요. 정말 순하고 발림성도 좋고 부담 없이 발려서 좋아요. 그래서 건성이신 분들이 사용하신다면 정말 좋을거라고 생각하고 건성피부가 아니시고 지성피부이신 분들이나 복합성 피부이신 분들이 쓰셔도 전혀 지장 없을 제품이라는 생각이 듭니다. 재구매는 마저 다 써보고 결정해야 될 것 같아요 .. 아 그리고 가격대비 적당해요 !!
 너무 비싸지도 않고 그렇다고 너무 싼 것도 아니고. 살지 말지 고민 되신다면 무난한 제품이니 일단 한 번 써보시는것을 추천드립니다 !!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",735
,3,3,2,,2.666666667,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"그동안 수부지인 줄 알았는데 이 제품을 쓰고 제가 건성일 수도 있겠다는 생각이 들었어요. 그만큼 바르고 나서도 많이 건조했고 그래서 저는 다른 제품을 덧 바르는 경우가 많았습니다.
 여름에 쓰면 좀 더 좋다고 느꼈을 지도 모르겠네요. 하지만 겨울용으로는 전 확실히 부족함을 느꼈어요.
 
 그리고 처음 쓸 때는 몰랐는데 (없다가 생긴건지 아님 원래 있던 건지) 크림 속에 투명한 알갱이들이 있는데, 이게 피부에 흡수가 되는 성분이 아닌 것 같아요. 시간 지나서 얼굴 근처에 투명 알갱이들이 만져지고 어디선가 계속 나오더라구요. 이점은 좀 많이 불편했습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",736
,2,3,3,,2.666666667,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"정말 수분을 얼굴에 바르는 느낌입니다 촉촉하고 뭔가 시원하고 건성피부에 정말 적합한 제품인 것 같습니다 근데 한가지 큰 단점이 있어요 내용물을 떠서 쓸 수 있는 플라스틱 스푼? 그것도 같이 있긴 한데 뚜껑안에 들어가게 할 수 있으면 좋겠어요 스푼 크기가 더 커서 그냥 밖에다가 빼놔야하는데 그러면 분실위험도 있고 위생적인 면에서도 안 좋더라고요 그게 너무 큰 단점이라 별 하나 뺏구요,,그거 빼고는 나머지는 다 괜찮은 것 같습니다 디자인도 맘에들고 바르면 정말 수분감이 장난 아니예요 피부가 건조하신 분들이 쓰시면 좋을 것 같습니다 잘 쓸게요~~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",737
,4,4,1,,3,1.732050808,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"홍조로 고생하면서 수분충전과 보습의 중요성을 알기에 오랫동안 사용한 키엘제품을 등지고 새로운 제품으로 바꾸려고 이것저것 알아봤어요.
 성분과 효능, 자극, 수부지에 좋은 수분크림을 찾다가 라운드랩의 회사 취지도 좋고 저자극이고 수부지에 좋다고 해서 덜컥 구매해봤어요. 마침 기획 상품으로 샘플 20ml까지 포함하여 가성비가 좋더라구요. 첫 세안 후 발라봤는데 발림성 굿! 끈적임이 없고 피부톤이 한층 밝아지는게 너무 좋았어요. 이제 이틀 사용했는데도 수부지한테는 적합한 수분크림이구나 느꼈답니다. 피부톤은 지성이고 피부속이 건조한 사람은 라운드랩 수분크림 추천드려요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",738
,3,3,4,,3.333333333,0.5773502692,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"정말 너무 고맙습니다. 라운드랩
 
 저는 20대 후반 남성인데 피부가 약간 트러블있는 건조한 피부결을 가지고 있습니다. 어느 날 지인 추천으로 라운드랩 자작나무 수분크림을 우연히 사게 되었는데 기존에 쓰는 로드샵제품은 먼가 유분기도 있고 보습도 안되는 느낌이였는데 이건 유분이 없고 보습이 짱짱하게 잘되는 제품이더라구요 제가 딱 찾는 제품이였던거죠. 그래서 저는 유분을 원치하고 피부에 수분공급을 원하시는 분들께 이 제품을 추천합니다. 이후 피부결과 피부톤도 한결 나아지고 트러블도 없이 지내고있습니다. 벌써 3통째인데 자작나무 계열로 정착 할듯 합니다. 추천추천입니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",739
,2,2,,,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자극 없고 무난하면서 가격대도 괜찮은 수분크림 찾다가 라운드랩 마스크팩을 잘 쓰고 있어서 골랐는데 정말 무난하고 자극없고 트러블없이 잘 쓰고 있는 중. 크림 안에 아쿠아 캡슐인가 하는 알갱이가 있는데 처음엔 이게 불순물이거나 제품 변질된 건 줄 알고 당황해서 검색해봤는데 정상 제품이고 알갱이가 농축된 수분 캡슐인 거 알았다 신경써서 안펴 바르면 알갱이가 안풀려서 각질이나 이물질 처럼 피부 위에 턱! 올라가있음 사실 이런거 별로 안 좋아해서 처음에는 신경쓰였는데 반통 정도 쓰다보니 걍 쓰짐 다 그냥 무난하지만 알갱이 때문에 재구매는 안할듯
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",740
,3,3,,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분크림 중에 이게 제일 좋다 그러고 홍조에도 도움된다 그래서 샀어요 저는 복합성인데 속건조가 좀 심하고 홍조도 있는편이라서요 근데 이거 쓰니까 진짜 속건조 없어지긴 했는데 완전 없어진간 아니라서 크림같은걸 같이 써주ㅓ야 될 것 같아요 그리고 꾸준히 쓰니까 진짜 홍조는 많이 없어지더라거요 아직 완전히 없어진건 아니지만 많이 줄었어요 ㅎㅎ 근데 그 크림 속에 알갱이?같은게 있는데 그거때문에 오히려 좀 피부에 자극이 될수도 있을 것 같았어요 제형은 완전 딱 수분크림 정석같은 느낌입니다 말랑마ㄹ랑하고 펴바르면 물처럼 돼요 향은 무향인것같아오 추천합니다 ㅎㅎ 완전 건성이신 분들한체는 이것도 수분 부족하실 수도 있을 것 같고요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",741
,3,3,,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여름철에 사용하기 좋은 수분크림입니다. 쫀쫀하기보다는 가볍게 발리는 스타일이라 건성이신분 보다는 지성이나 복합성이신 분들이 바르기 좋을 듯 합니다. 바르자마자 수분감과 산뜻함이 느껴지고 흡수도 잘 됩니다. 보습보다는 진정 쪽에 효과가 있는것 같습니다. 꾸덕한 제형 찾으시는 분들에게는 맞디 않을 듯 합니다.
 향은 아무 향도 안나는 무향에 가까워서 호불호 갈리지 않을 것 같아요. 양이 조금 작은듯 하여 아쉽지만 크림 자체는 아주 만족합니다. 재구매 의사 있습니다. 
 자극없이 순하게 발리는 가벼운 제형의 촉촉한 수분크림 찾으시는 분들에게 추천합니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",742
,3,4,,,3.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자작나무 수분크림은 제가 3통째 쓰고 있는거에요. 제 피부에 맞는 순수하고 자극없는 수분크림이죠. 이게 독도토너보다 더 알려져야했는데..지성분들이 얘를 더 많이 알 필요가 있다고 생각합니다. 
 
 1. 수분감 어때요? 
 수분감은 티스푼정도로 떠서 바르고 톡톡톡하면 수분이 꽉 채워집니다. 가끔 수분알갱이가 남아있기 때문에 이거 바르고 10분 전까진 파운데이션은 자제해주세요. 
 
 2. 제형은 어때요? 
 저희가 자주 먹는 요플레 비닐쪽에 붙어있는 요거트같은 제형이에요. 그것보단 더 입자가 얇고 가볍다는 정도? 일단 전 이게 무향 무채라서 더 순수해보이고 가벼워보인듯
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",743
,2,2,,,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"샘플 써보고 너무 좋아서 본품 바로 구매했어요 ㅠㅠ 끈적이는 거 싫어하는데 이거는 수분은 꽉 채워주는데 끈적임 하나없어서 좋아요 ㅎㅎ 바르면 바로 흡수되고 화장 밀리는 거 없어서 인생템될 거같아요 !! 환절기라 건조하다고 무거운 거 바르면 유분때문에 고생하는데 이거 쓰고 이제 그런 걱정 안해요 🙅🏻‍♀️
 알갱이(?) 같은거 있는데 이게 터지면서 촉촉해지는 거 같아요 ㅎㅎ 향기도 좋고 그래서 엄마도 같이 쓰기 좋은 거 같으요 !! 1+1 할 때 사두기 잘 한 거 같아요 🧚🍀 기획으로 가끔 나와주세용 라운드랩 ,, 알러뷰 !! 
 수분크림 유목민이라면 한 번씩 써보세영 >.<
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",744
,2,2,,,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"냄새가 없어요,안에 앰플 같은 알갱이 있다,보습 효과가 너무 좋아요,자녀에 사용후 아침에 일어나면 피부가 계속 매끄러워요~~~진짜 좋은 상품이에요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",745
,3,3,,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"꼭 성분표 확인하고 구매하세요
 원래 화장품 바꾼다고 트러블 안 나는 사람인데
 크림 바꾸고 피부 다 뒤집어졌습니다....
 후기 보니까 성분 안 맞는 분들은 다 피부 뒤집어지는 듯ㅠㅠ
 가족들도 못 주겠고... 그냥 바디로션으로 사용해야겠습니다.....
 
 트러블 외에 수분감도 잘 모르겠음...
 푸석푸석한데 번들거리는 느낌ㅠㅠ
 지성도 건성도 만족 못 할 것 같은 느낌ㅠㅠ
 흡수도 느리고... 알갱이는 잘 녹지도 않고.....
 잘맞는 분들은 잘 맞나 본데 저한테는 최악의 수분크림이었습니다......
 원래 쓰던 거 세일 안 해서 사본 건데 돈만 두배로 나가게 생겼네요😂
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",746
,5,4,,,4.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"⭐복합성, 유존은 속건조+ㅁㅐ우건조, 속건조있는 피부타입
 
 수분크림은 사계절내내 필수로 바르는 기초템이자나요.
 유튜브에서 좋다는 크림은 다 써봤지만 마음에 드는 수분크림은 거의 없었던것같아요ㅠㅠ 그래도 한통 다 써가는 시점에서 후기를 남기자면, 속건조를 잘 잡아주진 못하는것 같아요. 하지만 흡수도 잘대고 발림성도 아주좋아요!!! 
 특히 블랙헤드, 화이트헤드 개선된다길래 구매해본 제품인데 눈에띄는 효과는 없지만 그래도 조금은 효과가 있는것같습니다. 
 단점은... 알갱이가 잘 터지지않는점..? 화장하면 얼굴에 알갱이가 꽤 보입니다ㅎㅎㅎ 손톱으로 눌러도 잘 터지지않지만, 재구매의사있습니다!!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",747
,2,3,,,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"매일매일 발라주고 있는 자작나무 수분크림💙
 사실 다른 것도 자작나무라인을 쓸 정도로 저에게는 애정템입니다ㅎㅎ 아직 수분크림 조금 남았는데 크림 20ml추가증정이라길래 호다닥 구매했어요☺️ 튜브용기에 크기도 작아서 어디 놀러갈 때 증정 받은 걸로 들고가면 공병에 안담아가도 될 것 같아서,,흐흐
 저는 피부타입이 복합성인데 저와 비슷한 피부이신 분들이 바르기 좋은 것 같고 바르고 톡톡 흡수시켜주면 뭔가 보들보들하고 촉촉해지는 것 같더라구요~그래서 아침 저녁으로 꾸준히 사용해주고 있습니당💦
 예민한 피부인데도 뭐 전혀 예민하게 올라오는 부분없이 잘맞더라구요~~추천드립니당
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",748
,2,2,,,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"같은 라인 썬크림 너무 좋아서 이것도 구입 했어요 . 
 
 
 근데 썬크림은 이제 단종 되어 안 나온다고 하더라구요
  ‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ ) ,, 정말 좋았는데
 
 
 민감한 여드름 피부에도 좋고 수부지 복합성 피부에도 잘 쓰고 있어요 ..
 
 
 엄청 수분감이 충전 되진 않지만 그래도 기초 튼튼하게 바르면 촉촉하거 가볍게 잘 쓸 수 있어요 .
 
 
 이제 날씨가 따뜻해지면서 기초 케어 가볍게 하시는데 딱 지금 시기에 쓰기 좋은 것 같아요
 
 겨울에는 살짝 건조 할 것 같지만 지금 쓰기는 딱 좋습니다 ~~ ♡ ◟( ˘ ³˘)◞ ♡
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",749
,4,4,,,4,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"우선 저는 완전한 지성피부이고 여드름은 많이 없는 편이에요. 그런데 가끔씩 나는 화농성여드름이 옥에 티처럼 너무 거슬리더라고요 좀 찾아보니 유수분 밸런스를 맞춰줘야한다고 해서 수분 집중케어를해보자 하고 산 제품이에요. 화해에서도 1위고 지성이건 건성이건 괜찮고 순하다고 해서 샀어요 성분도 좋구요 지금 쓴지 한달정도 됐는데 확실히 피부 뒤집어지는게 줄고 개기름이 확실히 줄어서 좋아요 . 진짜 수분을 잘 채워주니 기름이 줄더라구요 그래도 지성이라 많긴하지만 많이 개선되었습니다!! 히알루론산이 잘 맞나봐요 앞으로도 계속 사용하려고 합니다!!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",750
,3,3,,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수부지에 딱인 것 같아요
 투명한 알갱이가 작게 있는데 얼굴에 바르면서 알갱이를 터뜨리는게 잘 되는지는 모르겠어요
 손등에 알갱이를 얹고 손가락으로 누르면 터지던데 얼굴 위에서는 터뜨려지는 건지 의문.... 저는 튜브형을 좋아하는데 용기가 아쉬워요 튜브형으로도 출시하면 좋겠다는 생각이 들더라고용
 저는 크림 다음에 선크림만 바르고 다니는데 지성인지라 건조한 선크림을 바르거든요 그래서 기초제품은 적당히 보습이 되면 좋은데 이 크림은 나쁘지 않다는 생각이 들어용
 재구매는 아직까지는 모르겠고 더 써보아야 할 것 같아요
 수부지분들 한 번 구매해보세용~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",751
,2,3,,,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"우선 제가 겨울에는 건성 여름에는 복합성인 피부인데 겨울에도 막 심하게 건조한편은 아니에요!
 이 크림쓰고 가장 크게 느낀게 바르자마자 피부에 흡수되는 시간이 빠르다는 부분이 가장 좋았다는거 였어요! 수분크림 바를때 소량만 쓰는편 절대 아니구 정말 듬뿍퍼서 팍팍 바르는편인데도 금방 싹 스며들더라고요!! 그래서 화장하기전에 바르면 그 뒤에 선크림이나 베이스가 하나도 밀리지 않아서 너무 맘에 들었습니당 ㅎㅎㅎ 무난하게 사용하기 좋은거같고 흡수가 빨라서 그런지 속건조도 더 확실하게 잡아주는 효과가 있어서 좋았습니다! 재구매 의사 있어요 저는!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",752
,3,3,,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"진짜 좋아요.... 갑자기 평생 없었던 좁쌀여드름이 턱 주위에만 너무 많이 생겨서 피부과 다니면서 압출 받고, 진정시키고 또 나면 피부과가고 그랬는데 아무래도 양이 너무 많다보니까 진정시키기 전까지 피부에 남아있는 자국들이 너무 신경쓰였어요.. 관리해주시는 분과 원장님이 수분이 부족한 것 같다고 수분 크림을 더 넉넉하게 발라보라는 조언에 클x니k 수분크림에서 자작나무 수분크림으로 바꿨는데 정말 놀랍게도 좁쌀이 점점 사라지더니 지금은 또 원래의 피부로 돌아왔답니다!!! 수분 크림만 바꾼거라서 이게 원인일 것이라고 생각하고 또 재구매했어요ㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",753
,3,3,,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"제 인생템 수분크림입니다. 일단 수분크림 중에 바르자마자 흡수되서 매끈한 제품들은 나중에 건조함이 오기도 하고 오히려 좁쌀트러블이 올라오는 경우가 많은데 자작나무 수분크림은 바르자마자 쿨링감이 느껴지면서 기분나쁘게 답답한 느낌이 전혀 없어요. 오히려 흡수 잘된다고 매끈하다고 하는 수분크림들이 흡수만 잘되고 나중에는 답답하면서 매끈한 느낌이 드는 것들이 있는데 이건 그런 제품은 아니고 촉촉하면서 산뜻하게 마무리가 돼요. 그래서 화장 전후에 발라도 전혀 화장에 영향을 주지 않아서 부담없이 쓰기가 좋습니다. 재구매 할 거예요. 좋습니다. 강츄
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",754
,4,4,,,4,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"저는 현재 군대에서 복무중인 군인 입니다. 군대에서 피부가 점점 나빠지고 수분크림만 4개정도 바꾸면서 피부 좋아지길 바랬는데 좋아지지는 않고 계속 나빠지기만 해서 마지막 희망으로 요즘 인기고 좋고 평도 좋은 라운드랩 자작나무 수분크림을 샀다. 바르는 순간 왜 인기가 좋고 평이 좋은지 알았다. 제형은 꾸덕하지 않고 가벼운 제형이고 발랐을때 젤 크림처럼 잘 발리면서 흡수도 잘되는거 같다. 수분감도 좋고 장시간 있어도 수분이 줄어드는 느낌이 안든다. 피부 훙조도 있는데 홍조도 진정되고 민감피부인데 피부에 아무 자극도 없었다. 정말 좋은거 같다. 재구매 100프로!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",755
,4,4,,,4,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자작나무 수분크림 추천으로 구매 해 보았습니다
 일단 저는 수부지피부입니다..제형은 비교적 가벼운 제형이고 조금 듬뿍 바르면 조금 꾸덕입니다.
 수분감 좋고 성분도 좋습니다. 수분감은 충분하고 유분은 거의 느껴지지 않았습니다. 다만 저같은경우에는 수분감은좋으나 두번 정도 덧바르는데, 두번 정도 덧발라도 약간 입주변에 건조함이 있어서 그런지 하얗게 일어나더라구요..ㅠㅠ그래도 수분감좋고 추천제품이라 믿고씁니다..흡수는 보통이고 듬뿍바르면 수분빵빵한듯 맨들거립니다. 수분캡슐.?이 있어서 가끔 바르고나면 동그란게보입니다. 향은 무향이고 수분감이 필요한 분들께 추천합니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",756
,3,3,,,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자극없이 순한 제품입니다 
 피부타입 : 복합성, 트러블 잘 나는 민감성 
 
 1. 제형 
 묽고 되직함과는 거리가 먼 제품으로 
 유분감보다는 수분감위주로 생각할 수 있는 라이트한 제품입니다 
 
 2. 보습력
 보습력이 막 제로이드 아토베리어 처럼 강력하다는 아니지만 악건성이 아닌 경우 가볍고 촉촉하게 사용하기 좋은 제품이에요 
 
 3. 진정 
 진정은 잘 모르겠습니달 ... 뭐가 나진않아요 !!! 
 
 <단점>
 
 1. 가격
 제형이 묽어서 아주 빨리 사용합니다 
 그거에 비해 가격이 좀 나가서 대용량이 나오거나 했으면 좋겠어요 ㅜㅜ 
 
 
 
 악건성 보다는 수부지, 중성,복합성에게 추천합니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",757
,4,,,,4,#DIV/0!,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"저는 복합성에 피부에 트러블이 있고 좁쌀이 특히 심한 20대 중반 여자입니다. 처음에 이 수분크림을 사게 된 계기는 수분크림이 다 떨어져서 화해어플보고 샀어요!!!! 저는 한통 쓰다가 다른 수분크림으로 바꿨었거든요!!!! 그런데 개인적으로 이 수분크림 썼을 때 피부가 굉장히 좋았던 거 같아요!!!! 뭔가 히알루론산이 알갱이로 있어서 피부에 잘 스며들지 않고 모공을 막아서 트러블이 생기면 어떡하나 걱정을 했는데 생각보다 그렇진 않았어요!!!! 향은 무향이고요, 제가 느끼기엔 가벼운 제형인 것 같아요!!!! 다시 피부가 좋아지길 기대하며...그럼 이만!!!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",758
