문예진,이상민,정수연,정승연,황의린,평균,표준편차,상품명,리뷰,index
,,,,4,4,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"여드름이 많아서 항상 고민이 많았는데,
 어성초가 좋다고 해서 아이브 제품 구매하게되었어요! 
 아이브 제품이 되게 유명하더라고요ㅠㅠ
 
 물처럼 찰랑찰랑한 제형인데
 저는 아침 저녁 스킨팩으로 사용해주고 있습니다!
 
 사용시에 따갑거나 자극도 없고
 피부에 조용히(?)스며드는거 같아요..
 
 꾸준히 사용하고 나니까 여드름이 많이 들어갔어요! 
 정말로 ㅠㅠㅠ 
 
 다른 브랜드에 어성초는 피부에 맞지 않아서
 이 제품도 안 맞거나 자극이 있을거라고 생각했는데
 
 정말 좋은 제품입니다 ㅠㅠ
 제 주위에 여드름으로 고민하시는분들한테 적극추천하고
 있어요! 
 
 진정에는 정말 효과 짱입니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2043
,,,,2,2,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"여름철이 되니 마스크로 입주변에 트러블이 
 생겨서 시카제품을 사용하다가 진정이 안되서
 고민하던중 5월달에 올리브영 땡큐기프트에
 당첨되서 들어있던 아비브 제품을 구매했어요 
 아비브 어성초 부스터 카밍 토너 210ml를 
 선택했어요!
 용량도 적지 않고 끈적임이 없는 산뜻한 합니다.
 저분자 히알루론산이 함유되어 있어서 
 바르고 나면 당김이 개선되고 촉촉함이 유지됩니다.
 적극 추천합니다 👍
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2044
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"아비브 어성초 라인 깨고 있어요
 패드 에센스 마스크팩. 이번엔 토너 입니당
 어성초 답게 순하고 자극적이지 않은 물토너에요
 저는 손에 덜어 찹찹 두들겨서 바르는데요
 화장솜에 덜어 닥토로 사용 하셔도 무방할것 같아요
 즉각적인 수분 충전이 되고 순한타입이라 자극 없고요
 뾰루지 올라올땐 어성초패드 올려요 ㅎㅎ
 더운 날씨에도 시원한 청량감과 끈적이지 않고 사용하기 좋아요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2045
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"이번에 어성초에센스 구매하면서 요것두 같이 써보고싶어서
 세일하는김에 같이 구매하게되었어용ㅎㅎㅎ... !!!
 어성초라인은 이미 써보고있던거라 요것두 저한테 잘맞을거같더라구용ㅎㅎㅎ일단 패키지도 예쁘구 향도 무향이라 거부감없이 
 사용하기 좋더라구용ㅎㅎㅎ 같이산 어성초에센스랑 같이 사용 
 하기 너무 좋아용ㅎㅎㅎㅎ!!! 
 저는 닦토보단 몇번 레이어드해서 바르는 편인뎅 고렇게 쓰면 수분충전이 되서 건조함없이 쓰기 좋을거같았어용ㅎㅎㅎㅎ!!!
 촉촉하면서 순한 제품 찾으시면 요거 어성초라인 도전해보시면 좋을거같습니당ㅎㅎㅎ!!!! 다들 아비브 하세용ㅎㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2046
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"평소에 토너를 2종류 사용하고있어요!!하나는 솜으로 닦토할 때 쓰는 토너 다른 하나는 그냥 손으로 피부에 흡수시키는 토너 이렇게 써요!!손으로 흡수시키는 토너를 다써서 새로 구매하려고 오프라인 매장을 둘러보던 중에 아비브 토너가 있길래 손등에 테스트해봤는데 너무 좋았어요 바로 진정이 되거나 무슨 효과는 느낄 수 없었지만 토너인데 보습감이 있어서 놀랐어요!!보들보들해지더라고요 보습력이 느껴지게 그래서 구매했어요!!평소에 아비브 제품을 좋아하는데 패드도 너무 좋거든요 자극없이 근데 토너도 너무 좋아요 향은 거의 느껴지지않았고 저는 수부지인데 잘 맞았어요!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2047
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"아비브 제품 너무 써보고 싶었는데 탑리뷰어 쿠폰으로 써보게 되었어요!!! 화장품 살 때 패키지도 보는 편인데 산뜻하고 예쁘네요ㅎㅎ 타브랜드 어성초라인 써봤을 때 첫 느낌은 촉촉하지만 시간이 갈수록 건조하다고 느꼈는데 아비브는 촉촉함도 오래 지속됐어요 호르몬 때문에 딱딱하고 아픈 트러블에는 큰 효과 못 봤지만 일교차, 환절기 때문에 건조해져서 생긴 각질, 홍조, 좁쌀 등은 확실하게 가라앉았어요 아마 속건조를 잘 잡아서 그런 것 같아요~ 스킨팩을 하기에는 조금 가벼운 제형이라 닦토나 겹토로 쓰는 게 적당하구여 지금 아비브라인 세일하던데 다른 것들도 써보고 후기 남길게요!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2048
,,,,4,4,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"지복합성, 블랙헤드, 홍조가 두드러진 피부입니다.
 
 아비브 어성초 약산성 핏 마스크팩을 워낙 잘 사용했어서, 토너가 마침 다 떨어진 김에 세일가에 구매했습니다.
 
 용량은 210ml인데 제가 기존에 사용하던 타 제품이 250ml고 2개월 정도 사용했어서 넉넉하다고 생각합니다.
 
 저는 1/2화장솜 같은 스펀지 화장솜에 적셔서 부드럽게 닦아내듯이 사용중인데요. 촉촉하고 피부에 올렸을때 쿨링감이 느껴져요. 
 
 봄~여름에 지속적으로 사용할 것 같아요. 
 개인적으로 저는 완전 물타입 또는 크림 타입 스킨을 선호하지 않습니다. 그런데, 이 제품은 딱 그 중간 제형이라 부담없이 사용중이에요.
 
 어성초가 좁쌀 여드름과 붉은기 진정에 좋은 걸로 알고, 또 동일 라인의 마스크팩으로 효과를 톡톡히 봤던 터라 믿고 사용중이에요. 봄~여름용 스킨 찾으시는 지복합성 피부에 추천합니다!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2049
,,,,4,4,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"아비브 어성초 스티커 팩을 너무 좋아해서 
 아비브 어성초라인을 계속 사모으고 싶었었는데 후기를 보면 팩이 제일 좋다고 한 글을 많이 봐서 고민했는데 요즘 피부가 정말 난리나서 드디어 한 번 구매해봤습니다.
 일단 생각보다 묽은 제형입니다.
 저는 콧물 제형같은건 별로 안좋아해서 이 점은 맘에 들었어요!
 닦토도 가볍게 할 수 있고 에센스처럼 겹겹이 흡수시켜줄 수도 있어 그 점은 만족했습니다!
 그리고 제품도 그만큼 산뜻했어요!
 다만 아직 사용한지 얼마 안되기도 했고 제가 요즘 피부가 너무 심하게 컨디션이 안좋아서 효과를 봣다고는 못할 것 같아요! 
 지성분들이 수분진정용으로 사용하시기에 가장 적합할 것 같습니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2050
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"올영 체험단으로 사용해본 아비브 어성초 토너 !
 
 일단 완전 물 토너는 아닌 약간 점성이있는 토너라 좋았어요 !
 흡토 닦토 둘다 무난하게 사용가능한 토너 ♥ !
 저는 진정 팩으로도 사용하고 매일 첫단계로 꾸준히 사용하니까 피부 진정이 참 많이 되었어요 ! 붉은기 감소에도 너무 좋았구요 ㅠㅠ
 역시 아비브는 진정맛집 인정 !!!
 
 가격대가 조금있지만 양이 참많아서 오래 사용할수있구요
 통도 초록 초록 향기도 초록 초록해서 스킨케어할때 기분도 매우 좋으네요 ㅎㅎ
 토너 뭐쓸지 고민하시는 분들 저자극으로 순하게 아비브어성초 토너 사용해보세요 쫗아요 ㅎㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.
 * 본 상품 후기는 올영체험단으로 선정되어 CJ올리브영으로부터 위 상품을 무료로 제공받아 작성한 것입니다.",2051
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"아비브 제품은 항상 좋다고 사람들이 그래서 정말 사용해보고 싶었는데 좋은 기회로 사용하게 되어서 너무 영광스럽습니다! 일단 와서 바로 사용해봤어요!! 제형은 그냥 물 같습니다! 필리밀리 화장솜이랑 사용하기 정말 좋았어요! 요즘 스킨팩 잘 해주고 있는데 딱 사용하기 정말 좋은 제품인 것 같아요! 그리고 자극도 없고 트러블케어에 효과가 조금씩 있는 것 같아서 너무 좋았어요!! 저는 복합성인데 딱 적당했어요!! 극촉촉한 토너는 아니고 복합성이 사용하기에 딱 적당한 토너인 것 같아요!! 저는 너무 너무 만족해서 담에도 구매할 것 같아요! ㅎㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.
 * 본 상품 후기는 올영체험단으로 선정되어 CJ올리브영으로부터 위 상품을 무료로 제공받아 작성한 것입니다.",2052
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"아비브 어성초 마스크팩을 너무 잘써서 궁금해서 구매해본 제품이에요! 자극없이 순한데, 트러블케어에 효과가 있어서 만족했던 제품이에용 !!! 아이브 마스크팩 만큼 확 뛸만한 효과가 있진 않지만 매일매일 케어한다는 생각으로 사용중입니다!! 물 토너는 바르고 나면 엄청 건조해지는 제품들도 있는 데 다행히 이 토너는 그정도는 아니에요!! (Ex) 키엘 카렌듈라 토너...) 그렇다고 엄청 촉촉한 토너는 아니에요 ㅜㅜ!! 저는 복합성 피부라 화장전엔 가볍게 해주는 편이라 만족했습니다 ㅎㅎㅎ 건성보다는 지성이랑 복합성 여드름 피부에 추천합니다~~~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2053
,,,,4,4,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"수부지 여드름심한 사람입니다ㅜㅜ 좁쌀도 있고 여드름이 빨갛게 익은것도 또 흉도 조금 남아있어요...아비브 팩들을 워낙 잘 써서 구매하게 되었습니다..
 
 -수분감-
 
 아무래도 이 제품이 수분력이 엄청 나다!! 이렇게 말씀드리기는 어려울것같아요.진정에 중점을 둔 제품치고는 수분감이 있는 제품이라고 생각합니다.저는 세안 후 토너팩을 했는데 엄청난 물광이나 수분감은 아니지만 기초 토너로서는 괜찮았습니다.
 
 -진정 효과-
 
 이 제품으로 토너팩을 하고 다른 스킨케어는 평소와 똑같이 했는데 아침에 일어났을떄 여드름이 조금 진정된게 보였습니다.평소에는 노랗게 익어서 올라오던 피지들이나 여드름도 조금 진정된게 보여요! 계속 쓰면 진정효과에 기대가 되는 제품입니다.
 
 총 평
 
 워낙 아비브 제품이 유명해서 구매해보게 되었는데 생각보다 좋았고요.저는 어성초가 맞지 않는 사람인데 조금 화한 느낌이 있었지만 별 트러블 없이 오히려 진정이 되서 좋았습니다.이 기회로 다른 아비브 제품도 구매해보고 싶다는 생각이 들었습니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2054
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"제형은 물토너입니다 향에서 호불호가 갈릴수도 있는데 편백향 히노끼향같은 향이 납니다 그리 강하지 않지만 바르는순간 향이 나긴 합니다 마스크를 장시간 쓰다보니 피부진정을 위해 어성초토너를 구매했는데요 화장솜에 묻혀 얼굴전체적으로 닦아낸뒤 얇은솜에 어성초토너를 흠뻑 적셔 스킨팩을 해줍니다 화장솜에 적셔 닦아낼때 토너가 차가워 쿨링감이 있습니다 피부에 열감이 오르는지 여름철에 피부열감 내리는 쿨링용으로 사용해도 될거같아요
 피부진정을 위해 스킨팩을 10분간하면 촉촉하고 진정이 되는 느낌이 있습니다 악건성피부라 보습까지는 안되는 느낌이고 쿨링 진정에는 좋은거 같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2055
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"말이 필요없는 인생 토너에여~! 
 아무거나 바르고 물만 바꿔도 트러블생기는데 
 요곤 건강한성분의 느낌으로다가 트러블이 나긴 커녕 
 트러블이 진정되여 ㅠㅠ..! 근디 눈에 들어가면 쪼금 따갑 ..! 
 진정과 보습은 뛰어나나 극건성이 쓰긴에 쫌 땡길듯해여 !
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2056
,,,,4,4,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"원래 아비브 어성초라인 진짜 좋아하고, 어성초 세럼이랑 어성초팩도 맨날 사용했어요. 스킨이 새로 나왔다길래 바로 구매해서 사용해봤어요!! 
 저의 피부고민은 피부결이랑 홍조가 고민이였는데, 세럼 사용할때는 자극적이라고 못 느꼈는데, 스킨은 처음 사용했을때 자극적이라고 느꼈어요. 그 뒤로 사용할때는 쓰기 꺼렸는데 몇 번 사용하니깐, 자극은 없어졌는데, 엄청난 진정효과나 피부변화는 느끼지 못한 거 같아요. 그래도 어성초라서 진정효과는 어느정도 있어서 부담없이 사용하기 좋아요 . 끈적이지 않아서 사용감도 만족스러워요.
 엄청 기대하고 사용했는데, 저는 다음에는 재구매는 안 할 거 같네요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2057
,,,,3,3,,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"아비브 카밍 패드 써보고 순하고 자극이 없이 좋아서 토너도 좋을것 같아 구매해봤어요.
 일단 인공적인 향이 전혀 없어 좋았규요.워터 토너지만 닦토 후에도 보습감이 느껴지고 촉촉함이 유지되는 느낌을 받았습니다. 에센수보다는 부족하지만 아아주우우 약간의 에센스의 느낌이 있는 느낌이랄까 그래서 더 자극이 적은 느낌이었습니다. 그리고 다른 스킨들에 비해 겉도는 느낌이 적고 흡수가 잘 되는 느낌이었숩니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",2058
