문예진,이상민,정수연,정승연,황의린,평균,표준편차,상품명,리뷰,index
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"아직 안써봐서 모르겠어요 친구 추천으로 사봤는데 어떨지 궁금하네요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",910
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"알갱이 진짜..개빡침...맨날 펴바르고 흡수시킨 뒤에 거울보면서 알갱이 뽁뽁이처럼 눌러서 터트려야 함..
 화장도 밀림.. 처음 크림 바른 뒤 피부화장하다가 다 밀려서 다른 크림 바르고 첨부터 다시함.. 특별히 좋은점도 없어서 이거 살 바엔 다른거 사는게 나을듯
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",911
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"민감지성피부. 바르고 나서 시간이 지날수록 얼굴 전체적으로 열이 오르고 간질거려서 얼굴에는 바르지 않고 넥크림으로 쓰고 있습니다. 목에는 크게 트러블이 나지 않았습니다. 피부가민감한 분들이 아니면 무난하게 쓸 수 있는 크림입니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",912
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"한번쓰고 빠짐 제품이예요 세일때 하나씩 쟁여놔야 해여
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",913
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"친구들의 추천으로 처음 구입했는데
 지성+건성이 저에게 정말 좋아요 ㅎㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",914
2,,,,1,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"세일해서 처음 사봤는데 촉촉하고 나름 괜찮은고갘아요 증정춤 크림은 여행때 잘들고다니고 쓰고있습니다 ㅎㅎㅎ여러가지 수분크림 써보고있는데 나쁘지않아요 ㅎㅎㅎ쏘쏘 합니다 ㅎㅎㅎ구성 마음에 듭니다 ㅎㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",915
2,,,,1,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"저번에 써보고 좋아서 다시 샀어요 여드름 피부에 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",916
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"아직 써보지는 않았지만 복합성인데
 잘 맞기를요….0
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",917
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"직원 추천받아 구매함 
 아직 안 써봄 
 좋길바래용~~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",918
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"극지성이라 세수하고 2시간 후에 유분이 올라오는 저에게 있어서 가장 적합한 제품입니다. 바를때 유분이 느껴지지 않으면서 안에 있는 캡슐로 인해 보습이 되는 제품이라서 굉장히 만족하며 사용하고 있습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",919
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"저는 지성인데 음...... 솔직히 잘 모르겟어요 그냥 화해에서 유명하길래 삿ㄴ는데 지성분들이 사용하기엔 약간의 마무리감이 미끌거리긴 해요 화장 전에 쓰면 화장 잘먹을 것 같긴함 !
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",920
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"처음 써보는데 아주 좋습니다 찐득거리지도않고 가벼워요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",921
3,,,,3,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여드름아 많이나고 피부도 많이 붉어지는 편이었는데 아 수분크림 쓰고 피부좋아졌다는 얘기 많이 듣고 있어요 1달정도 쓰니 효과를 보기 시작 했습니다. 정말좋아요 순한고 찾으시는 분들은 이거 강추 합니다~!!!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",922
3,,,,2,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"기존에 사용하던 수분크림이 겉도는 느낌이라 워낙 입소문이 좋고 평이 좋아서 구입해봤는데 피부 속 까지 흡수되고 촉촉해지는게 인생 수분크림 입니다. 무엇보다 성분도 모두 착해서 좋아요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",923
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"살짝만 발라봤는데 촉촉하고 시원함도 오래가고 좋습니다 향은 거의 없는편에 속하고 너무 되지도 묽지도 않아서 좋은것 같습니다 바른 후 약간 끈적거리는 느낌이 들수있는데 오히려 저는 쫀쫀ㅎㅐ지는것같아서 좋아하지만 호불호는 있을수 있습니다 무튼 첫 구매인데 만족스럽습니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",924
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여름마다 쓰는 수분 크림인데 정말 끈적임이 하나도 없어서 좋아요 ! 건성분들은 건조 하실 것 같지만, 여름에 끈적이거나 피지 분비 많으신 분들은 딱 이실 것 같네요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",925
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"지성인 제부피에 매트하고 산뜻하니 
 잘 맞는거 같아요
 기름기도 덜 도는거 같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",926
3,,,,2,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"일시적인건지는 모르겠는데 볼쪽에 홍조기있는게 진정되는 느낌이예요!! 그동안 수분크림쓰면 너무 기름져있고 흡수도 너무 안되었는데 이건 흡수도 좋고 적당히 번들하더라구요 특히 튼부분에 적당히 발라서 문질문질하면 흡수되서 촉촉?해진다해야할가요 굉장히 좋은 아이템이예요!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",927
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분감이 엄청 느껴지지는 않지만 가볍고 괜찮아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",928
3,,,,2,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"후기 찾아보고 규매했는데
 복합성피부인 제게는 크림만 단독으로 발랐을때
 보습이 조금 부족하게 느껴지더라구요
 입소문난만큼 좋은 제품인지는 솔직히 모르겠어요..
 하지만 성분좋은건 맞는거같아요 피부 자극은
 전혀 없습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",929
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"언제나 재구매의사 100% 자극없이 순하고 촉촉하고 아토피 피부도 안심하고 사용할 수 있어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",930
1,,,,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"라운드랩 같은 랑ㄴ 선크림 써보규 좋아서 구매햇어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",931
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"원래 독도 수분 크림을 쓰다가 증정품으로 받아서 써봤는데 너무 좋아서 아예 자작나무 수분 크림으로 갈아탔습니다! 개인적으로 꾸덕한 타입을 안 좋아하는데 적당히 촉촉한 제형이라 좋아요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",932
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여드름 피부로 추천받아 사용했는데 자극적이지않고 수분 보충이 잘 되어서 좋아요
 계속 사용해야겠어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",933
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"한번 사용후 자극없고 끈적임 없고
 잘스며들며 ~가벼운거 좋아 하시는 분들이
 만족할것 같네요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",934
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"아직 안써봤는데 우선 생각ㅚ로쫀쫀한 타입이라 점성있는 타입? 보습감은 있을수 거같아요 써보고 좋으면 또 구매하겠습니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",935
3,,,,2,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"이거 쓴지 거의 6개월 째입니다. 
 저는 지성피부에다 수분부족형이라 이것저것 다써봐도 저한테 맞는거 찾기 힘들었어요 특히 여름에는 더 곤욕이었습니다
 그래서 심픙하게 써보자 해서 토너랑 수분크림 이렇게 만 쓰도 다 버려보자 해서 이걸로 써봤는데 인생탬입니다.
 그냥 이것만 쓸겁니다. 다른거 필요 없어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",936
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"흡수도 잘 되고 산뜻하게 사용하기는 좋지만 너무 빨리 속당김이 오는거 같고 용량에 비해 가격이 비싼 느낌이 들어서 조금 아쉽습니다 그래도 성분이 좋은 편이라 무난하게 사용하기에는 좋은거 같아요~!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",937
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"이제서야 산 거 모옵시 후회하는 중이에요!
 요 근래 갑자기 미친듯이 피부 속 건조함을 느껴서ㅠㅠ급하게 찾다가 사봤는데 적당히 정말 소량의 유분과 약간의 되직한 느낌에 수분 캡슐 까지 있어서 진짜 촉촉하더라구요. 아 대신 수분캡슐이 아침 화장할 땐 좀 거슬릴 수 있어용 근데 어차피 선크림 바를 때 어차피 터질?거니까~ 해서 그냥 둬요ㅋㅋㅋ이거 물건이네여 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",938
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"리뷰가 너무 좋은 제품이라 보습에 너무 좋도 평소에 트러블이 많이 피부라 자극도 없이 너무 순해요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",939
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"독도토너와 로션 덧바름으로도 해결 안되는 건조한 날 사용하려 산 크림.
 재형이 적당하고 촉촉하고 성분착하고 이름이 맘에 듬
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",940
2,,,,1,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"사춘기라서 트러블이 있는 동생 주려고 구매했어요
 다행히 동생 피부에 큰 자극 없이 잘 맞는 것 같아요 
 당분간은 이 제품으로 가려구요 ㅎㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",941
3,,,,3,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"유분기 없이 촉촉하고 산뜻하게 마무리되는 제품이에요. 유분기가 너무 없어서 건성 분들이 쓰시기엔 조금 가볍지 않을까 생각되네요. 저는 티존에 기름이 올라오고 볼 쪽은 건조한 타입인데 이 제품 바르고 한 시간 정도 지나면 볼이 아주 약간 건조하다는 느낌을 받았어요. 그래서 가끔씩 사용하고 있고 바를 땐 여러 번 덧발라주고 있어요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",942
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"좁쌀 진정시키기에 정말 좋은거같아요
 두번씩 레이어링해주는데 많이 안끈적거리지만 촉촉해요
 담날일어나면 조금은 진정된 느낌이에요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",943
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"저 이거 왜 이제 알고 산거죠??
 진짜 이건 정말 제 인생탬이라고 할 정도로 너무 좋아요!!
 엄청 순하고 얼굴에 잘 발라지고 잘 스며들고 진짜 너무너무 좋아요!!!!!!
 전 무겁고 꾸덕한 제형은 안맞는데 이건 전혀 꾸덕하지 않고 가볍고 잘 스며들어서 화장할 때 밀리는거 전혀 없고 화장도 잘 먹어요ㅎㅎ
 벌써 거의 다 써가는데 조만간 다시 사야겠어요ㅎㅎ
 진짜 강력추천합니다!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",944
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자극 없이 순하고 묽은 제형이 아니라 덜어 쓰기에도 적합합니다 촉촉해 요즘같운 계절에 화장 전 쓰기 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",945
3,,,,3,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"한달정도 사용해봤는데 아무리 순하다고 해도
 나랑 안맞으면 끝이네 첫날에 딱 발랐는데 다음날
 좁쌀이 얼굴 전체에 올라와서 뭐지 했는데
 설마해서 1주일 동안 안써봤는데 또 다시 들어가고
 어제 한번 발라봤는데 역시 얼굴 전체에 붉은끼도 올라오고
 좁쌀이 얼굴 전체에 다 올라왔네요.. 딱 두번 썼는데 하..
 결국 다 버리네요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",946
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"민감한 피부라서 화장품 고르기가 힘들어요
 우연히 알게댄 제품인데 정말순해요 바르자마자
 그이 다쓰며들어요 넘 만족하는 제품이예요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",947
2,,,,3,2.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"중딩 아들을 위해서 샀어요
 여러가지를 갖추어 바르지도 않길래
 끈적임이나 향이 강하지 않을 걸 찾다가
 이제품이 좋다고 하길래 샀는데
 넘 순해서 흡수력도 좋고 아이도
 꾸준히 잘 바르네요
 겨울엔 로션 잘 안바르려고 해서 손도 많이 텄는데 
 이젠 잘 바르고 해서 보드라운 피부가 되었답니거
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",948
1,,,,2,1.5,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"순하고 로션 대신 쓰고 있는데 얼굴에 잘 발려요
 작은 알갱이는 감안하고 쓰는 중이에요
 스파츌러도 함께 동봉되어 있어서 오염되지 않고 같이 쓰기 좋아요!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",949
2,,,,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"다른 건 다 모르겠곸ㅋㅋ 여러 후기에서 말했듯 저 알갱이가 문제인 것 같아요. 리뷰에서 알갱이가 잘 안 터진다고 되어 있길래 그게 뭔 문제지 나는 다 골고루 흡수 시킬 자신이 있다 라고 사왔는데...알갱이가 터지는 알갱이가 아니여요. 날치알 같은 느낌입니다. 안 터지고 피부에 다 남아있고 뭐 하다보면 손에 묻어나네요...크림이 좋다 나쁘다 이런 생각전에 그냥 너무 거슬립니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",950
3,,,,3,3,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자작나무 수분크림 두번째 사용중입니다.
 자극없이 순하게 피부에 수분을 보충해줘서 잘 사용하고 있습니다.
 세안 후, 스킨 - 에센스(세럼) - 수분크림 바르고 있는데, 속 당김없이 촉촉한데다 산뜻합니다.
 제형은 가벼운 편이고, 꾸덕한 점은 거의 없습니다.
 흡수도 아주 잘 되고 다음 단계에 밀리는 느낌은 거의 없습니다. 다음에 또 사용하게 될 것 같아요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",951
