문예진,이상민,정수연,정승연,황의린,평균,표준편차,상품명,리뷰,index
1,1,1,2,2,1.4,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),1+1이라 호기심에 부담없이 샀어요. 손등에 테스트 했을때보다도 얼굴에 바르니 정말 좋더군요. 다음날 가서 또 사뒀어요. 세일할때 쟁여두려고요. 온가족이 다 쓰고 있는데 다 좋아하네요.전 극건성인데 잘 맞아요.,510
2,2,2,2,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"촉촉해서 되게좋아요
 물방울같은 알갱이가 있는데 터트리면서 바르기 좋고
 냉장고에 넣어뒀다가 쓰면 여름철에 시원해서 너무좋아요",511
2,1,1,1,2,1.4,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수부지인데 촉촉해서 좋아요
 이 좋은 제품이 1+1이라뇨, 놓칠 수 없져~!!",512
2,2,3,3,3,2.6,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"히알루론산이 들어있어서 촉촉하고, 끈적임없이 바를 수 있어서 만족스러워요. 복합성이긴 하지만 여름엔
 지성에 가까운 피부가 되는데 이 제품은 여름에 사용하기 좋은 제품인 것 같아요. 아무래도 수분크림이다보니 유분기가 없어서 건조함을 잡아주는데는 한계가 있을 것 같아서요! 그래도 순해서 만족합니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",513
2,1,1,1,2,1.4,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"독도시리즈라서 함께 써보려고 샀어요
 시원함이 느껴져서 좋은데 양이 작은게 아쉽네요",514
1,1,1,1,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),세일 기간이라기에 구입해봤는데 순하고 촉촉해서 좋습니다.,515
2,2,2,2,2,2,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"너무 꾸덕하지 않고 여름에 가볍게 쓰기 좋은 것 같아요! 저는 속건조가 심한 편인데 세수하고 닦토하고 앰플 바르고 이걸로 마무리하면 산뜻하니 괜찮아요 근데 가벼운 편이라 겨울에는 쓰기 힘들듯 ㅜㅜ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",516
2,3,3,3,3,2.8,0.4472135955,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"원래 피부가 예민한 편이 아니였는데 환경이 달라져서 그런지 최근에 얼굴 뾰루지가 올라오면서 피부가 뒤집어지더라구요,,ㅠㅠ 언니의 추천으로 써보는데 매우 만족해요! 바르면 맨들맨들해지는 느낌도 좋고 복합적인 이유도 있겠지만 뾰루지가 줄어들고있어요 ㅎㅎㅎ 티존만 지성이고 다른 부위는 지성이 아니라 복합성으로 보고 있어요!",517
1,1,1,1,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),라운드랩에 대한 신뢰도가 높아 믿고 사요 1+1이라 더 좋은거 같아요,518
2,2,2,3,2,2.2,0.4472135955,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),산뜻하고 수분 보충 잘되는 느낌 순하고 다 좋은데 캡슐이 매우 불편. 손가락으로 꾹 눌러도 잘 안터지는데 제품 설명처럼 톡톡 두드리는 정도로는 안터질듯. 이 캡슐때문에 사용감이 확 떨어짐. 먼지 묻은 손으로 크림바르는 느낌. 차라리 캡슐 없었으면 별점 5점 줬을것. 3.5점 주고싶은데 반별은 없어서 3점. 증정품 수분패드는 매우좋음.,519
2,1,1,1,2,1.4,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),순하고 트러블 진정에도 좋아서 잘 사용하고 있는 수분크림이라 세일할때 또 구매합니다~~,520
4,3,3,4,4,3.6,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"정말 정말 정말 좋아요..
 원랜 가만히만 있어도 기름이 좔좔ㅋㅋ 흐르는 지성피부였어요. 근데 제 피부상태를 잘 모르고 무거운 크림을 바르고 있었거든요. 근데 이 제품 쓰고 나서 정말 코주변만 유분기가 올라오고 나머진 복합성으로 바꼈어요 ㅎㅎ 정말 가볍게 수분만 딱 충전해주는 제품이라 지복합성한테 강추강추!!! 이 크림만 5-6통째인 것 같아요",521
2,3,2,3,3,2.6,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"얼굴에 뾰루지가 잔뜩 올라오고, 따갑고 건조해서- 수분이 부족한가 싶어서 고민하다가 순하다는 수분크림을 구매해서 써봤는데, 피부가 싹 진정됐어요!! 자기 전에 바르고 아침에 일어나면 얼굴이 촉촉 수분감이 남아 있는 기분입니다!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",522
1,1,1,1,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"독도제품순하기로유명해서
 장벽크림써보고 
 수분크림도구매했어용",523
2,2,2,1,3,2,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자극 없다고 해서 샀는데 그냥 보통이네요 ㅎㅎ 리얼베리어 쓰다가 디렉터파이님 추천에 이것도 괜찮다해서 샀지만 다시 리얼베리어로 돌아갈듯 ㅠㅠ 생각보다 보습력이 약해서 막 손이 가지는 않습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",524
2,3,2,3,3,2.6,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분 부족형 지성 피부라 유분기가 좀 들어가있는 제품을 쓰면 답답 하기만 하고 속까지 수분감이 안찬듯한 느낌이 들더라구요 혹시나 하는 마음에 평이 좋아서 구매해 봤는데 발림성도 좋고 겉돌거나 답답하지도 않고 확실하게 속까지 차오른듯합니다 주변에 추천해 주고 싶은 상품이네요 ^^
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",525
2,2,2,4,3,2.6,0.894427191,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"리뷰 잘 안쓰는데 처음써봐요
 피부타입은 다 잘 맞을거같고 보습,진정 다 효과 봤어요
 왠만한건 못쓰는 예민한 피부를 가진 남자친구도 효과를 보고 좋다고 할 만큼 좋으니 믿고 한번 써보세요! 더 효과를 보고싶으시면 팩에 앰플 한두방울 떨어뜨리면 보습이 더 좋더라구요 
 세일 할때 몇개 더 쟁여둘걸 하는 후회가ㅠㅠ
 단종안되게 많이많이 사세요!!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",526
2,2,2,4,3,2.6,0.894427191,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여드름 피부에다가 예민하고 수부지 피부 타입입니다. 화해 앱에서 1위인거 보고 계속 사용 중입니다! 중간에 다른걸로 한번 바꿔서 써봤는데 이 제품이 제일 좋은거 같아요! 여름에 쓰기 딱 좋은거 같아요! 딱 한가지 단점은 안에 알맹이가 잘 터지지 않아서 얼굴에 묻어있는게 좀 단점인가 같아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",527
2,2,1,3,2,2,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"계속 재구매템!!!!
 순하고 보습 괜찮아요(민감성 지복합성 피부)
 근데 통이 짜는게 아니라서 좀 불편해요ㅠㅠ 기획으로 나올때 구매하는게 이득!!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",528
2,1,1,2,2,1.6,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"제피부타입이 지성인데 크림은 무겁지 않아요 
 가볍게 바르긴 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",529
2,3,2,3,3,2.6,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"아침, 화장 전에 바르려고 구매했는데 흡수가 생각만큼 빠르지는 않네요 롤링 열심히 하고 두드려도 싹 흡수되는 느낌은 아니에요
 중성 정도인 피부이고 속건조가 좀 있는데 밤에 쓰기에 무난무난한 정도이고 아침에 일어나면 밤 사이에 흡수가 다 되어서 살짝 당겨요 지성 분들에게 좋은 제품 같아요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",530
3,3,3,4,3,3.2,0.4472135955,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"매번 재구매해서 잘 사용하고 있습니다 
 동생이 지성에 수분부족인데 이거만 줄곧 쓰고 있어요 안 끈적이고 수분을 채워줘서 좋은것 같아요 
 무슨 캡슐같은게 들어있는데 바르면서 자연스럽게 잘 터져서 거슬리지않아서 첨에는 있는줄 모르고 썼어요 ㅋㅋㅋ
 작은 사이즈는 들고다니면서 쓰기 좋아서 이 구성으로 은근 많이 사용되는것 같네요 활용성이 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",531
2,2,2,2,3,2.2,0.4472135955,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"재구매 했어용 유튜버 추천템으로 샀던건데 복합성인 저에겐 맘에 들었어요 정말 수분감만 있어요 ㅎㅎ 그래서 사실 이것만 바르면 조금 지나면 살짝 건조해서 건성분들에겐 추천안해요
 사실 수분감 보단 더 맘에 들었던건 쿨링감이요…! 그냥 실온에 내놨는데도 얼굴 열 올라올때 발라주면 시원해요..!!! 냉장고에 넣어두면 진짜 짱….
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",532
1,1,1,1,2,1.2,0.4472135955,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"배송도 빠르고, 제품도 좋습니다. 저렴한 가격에 구매했어요. 라운드랩 클렌징부터 시작해서 토너, 로션, 패드 전부 다 참 좋습니다. 순해서 정말 좋아요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",533
1,1,1,1,1,1,0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"너무 좋음.. 이걸 이제서야 알게된게 후회될 정도에요 꼭 쓰세요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",534
3,4,2,,4,3.25,0.9574271078,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자작나무 수분 크림 80밀리를 24000원에 매장에서 구입했어요. 여러종류의 수분진정크림을 매장에서 견본품을 사용하여 비교한 후에 구입한 수분크림입니다. 게다가 20밀리를 증정하여 100밀리를 받았어요.ㅎㅎ 수분크림을 사용해보니 피부에 흡수가 잘 되고 수분과 진정의 효과가 뛰어난 것 같아 다소 만족스럽습니다. 크림은 가벼운 제형으로 수분감이 뛰어나고 산뜻하며 진정효과도 있어 20~30대에 사용하여도 좋은 제품인 것 같습니다. 저는 세안후 아침, 저녁으로 듬뿍 얼굴에 펴 발라 사용하고 있어요. 바른 후에 손가락으로 가볍게 톡톡 두드려주니 더욱 잘 흡수가 되는 것 같네요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",535
1,1,1,4,2,1.8,1.303840481,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여름에 사용할 수분크림 찾고있다가 우연히 유튜브보다가 구입했어요
 어제 처음 발라봤는데 순하고 괜찮음ㅋㅋ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",536
3,4,3,4,3,3.4,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여드름/민감성/아토피/T존 지성/수부지
 요 키워드를 모두 갖고 있는 피부라 고심해서 골랐습니다. 약간 하늘색 컬러의 수분크림인데 아무 자극이 없어서 좋았습니다. 저는 일단 제품 썼을 때 아무 트러블이 안 나면 아 괜찮음 제품이구나 라고 생각하거든요. 근데 이 라운드랩 자작나무 수분크림은 별 트러블이 없었어요! 너무 가볍지고 무겁지도 않은 제형인데 파워지성인분들한텐 약간 무겁게 느껴질 수도 있을 것 같아요. 그리고 아쉬웠던 점은 가격 대비 양이 많지는 않아서 금방 퍽퍽 써버리니까 살짝 부담이 된달까? 그래도 세일하거나 정 다른 정착템 못 찾았다 싶으면 이걸 다시 구매할 것 같기도 해요~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",537
3,3,3,4,4,3.4,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수부지로 유분만 넘치고 피부 열은 오르고 유수분관리도 어려워져서 디렉터 파이님 유튜브 영상 보고 홀린듯이 구매한 제품입니다!!역시 좋네요...유분 올라오는 건 싫은데 그렇다고 너무 가볍게 바르면 오히려 피부에서 건조하다고 느껴서 유분만 더 나오고 피부 화장 뜨고 뭉치고 그런 악순환이 너무 싫었거든요 근데 이거 바를 때 쿨링감이 너무 좋아서 항상 이거 바르면 피부도 시원해져서 자주 사용하게 되고 화장 전에 필수인 기초제품이 되었어요!!그리고 뻑뻑함이 하나도 없어서 특히 좋았습니다 그래서 소량으로만 발라고 피부 전체에 펴바를 수 있어서 너무 좋더라구요!!수부지인 분들게 여름 기초제품으로 너무 추천드려요!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",538
2,1,2,2,2,1.8,0.4472135955,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"순하고 촉촉해서 지성피부.트러블 피부에 좋아요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",539
3,3,3,4,3,3.2,0.4472135955,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"20ml짜리 다쓰고 본품 구매했습니다. 계절에 따라 다른 기초 제품을 써야한다는 말이 맞는 것 같습니다. 얼굴이 촉촉하고 유분광이 아니라 진짜 수분광이 돕니다!! 수부지 인데 좁쌀여드름에도 효과를 좀 본 것 같습니다. 자작나무 수분크림 튜브타입은 왜 맨날 품절인지 알수가 없지만 이런 용기 타입에도 스패출라는 줘서 다행입니다. 보관하는게 좀 난감 하긴 하지만 잘 보관해서 써보려구요. }~~굉장히 예민한편이라 이것도 사기전에 몇일테스트 해보고 산건데 잘맞아서 다행이에요ㅠㅠ 다들 피부는 케바케이니 꼭 테스트를 해보고 사세요....!!!ㅠㅠ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",540
3,2,3,5,2,3,1.224744871,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여름에도
 수분크림으로
 수분관리
 해줘야
 한다고
 들어서
 올리브영
 세일할 때 사 봤어요
 이 브랜드로 폼클렌저, 스킨, 로션 등등 다 써봤는데
 순하고
 저랑 잘 맞아서
 이 브랜드로
 수분크림도 골랐어요
 추가로 준
 튜브타입 
 형식으로 된
 수분크림도 
 있었으면 좋겠어요
 이게 더 위생에 
 좋을 것 같은데
 그건 안 팔아서
 좀 아쉬워요
 여름에도 바를
 수 있는
 가벼운 제형이라
 마음에 듭니다
 여기 라인은
 순하고 나쁜 성분도
 없어 보여서
 믿고 사요~ 
 세일할 때 괜찮으면
 또 사려구요
 
 순한 화장품이
 요새는 제일 인 것 같
 습니다~ ^^ 
 
 건성한테도 좋아요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",541
2,2,3,3,3,2.6,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"촉촉해요 라운드랩제품은 믿고쓸수있는거같아요
 저같은 경우에는 피부가 예민해서 아무거나쓸 수 없는 피부인데 선크림과 크림을 사용했는데 
 다만 크림안에 알갱이가 일부로 으깨지않으면 얼굴에 
 각질마냥 붙어있는게 아쉬웠어요 바르면서 녹는 재질이 아닌가보더라구요 그것빼고는 좋은제품이에요
 잘사용했어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",542
3,4,3,5,3,3.6,0.894427191,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"민감성 수부지피부인데 가끔 기초제품 바꾸면 적응기간 때문에 3~4일정도는 조금 따가울때가 있는데 이거는 처음 바를땨도 따가운거 없이 괜찮았어요 여름이라서 그런지 평소에 사용하던 제품보다 살짝 더 무거운느낌은 있는데 상대적인 느낌이여서 그렇지 여름에 사용하기에도 괜찮아요 성분이 정말 단순하고 착해서 기능성 기초제품 사용하다가 휴식기 필요할 때 사용하는 것도 좋을거같아요 다만 조금 아쉬운점은 그 알갱이??그게 리뷰에서 봤던것처럼 잘 안으깨져서 흡수가 안되고 겉에 맴돌더라구요 아침에 스킨케어 급하게 하는 날은 이거 때문에 손이 잘 안가요 그리고 가격이 용량에 비해서 너무 비싸요ㅠㅠ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",543
3,3,3,5,3,3.4,0.894427191,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"촉촉하고요. 끈적임없이 발립니다요. 그리고 무엇보다 민감한 피부에도 좋아요. 고러고 산뜻함하고 아주 깔끔하게 발립니다요. 흡수가 매우 잘 됩니다요. 밀림도 없고요. 이부 가벼운 제형이라서. 편안하게 발립니다요. 이번에 처음 쓰는 데 인생템이 됡 ㅓㅅ같이요. 재 구매의사 100%입니다. 구입하면 후회하지는 않을 갓 같습ㄴ자. 여드름 피부, 복합성 피부에서는 너무 잘 맞을 것 같습니다. 지성 피부에도 잘 맞을 것같습니다. 하지만 건성피부에는 좀 안 맞을 수도 있을 것같습니다. 하지만 여름에는 건성피부에게 좋을 것같습니다. 암튼 완전 추천 추천
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",544
4,5,3,4,4,4,0.7071067812,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"엄청 좋아요!! 여드름 많고 손가락으로 살짝 눌렀다 떼어도 붉은 기가 올라올 정도로 예민하고 민감한데 거기에 건성인.. 저주받은 피부인데 평소 보습을 위해 밤타입 로션을 바르면 유분이 조금 있다보니 여드름이 더 악화되는 느낌이 있었어요ㅠㅠ 그래서 수분만 있는 수분크림을 찾아서 발랐는데 이거 진짜 미 친놈 이에요 사람마다 다르겠지만 바르면 조금 시원한 것 같기두 해요! 조금만 발라도 촏촉해져서 오래쓸 것 같고 엄청 가벼워요! 진짜 물을 뭉쳐놓은 것 같은 ㅎ ㅎ 대신 바르고 잤다가 아침에 일어나면 조금 기름같이 살짝 끈적거리는 게 있어요! 그래도 거슬리지는 않다는 점~
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",545
2,2,2,4,2,2.4,0.894427191,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"평소에 쓰던 수분크림 다 써서 라운드랩꺼가 순하고 좋다길래 사봤어요 매번 살까 말까 고민하다가 안썼는데 이번에 드디어 사용해보네요 !! 수분크림은 사용할때마다 한번에 많이 쓰니까 금방 다 써버리는데 용량도 80미리면 딱 적당하고 좋은거같아용 20미리도 함께 증정이여서 100미리니까 넉넉하게 쓰기 딱입니다 !! 순한 제품이라 발라도 큰 트러블 없리 사용하기 좋구용 냄새도 그냥 무난무난 합니다 ~~ 이번에 라운드랩 제품으로 기초를 바꿔봐야겠어용 만족합니당 ~! 요즘같이 건조한때에 수분크림 떡칠은 필수더라구용 ㅠㅠ 듬뿍 바르고 자야합니다 !!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",546
2,2,3,3,3,2.6,0.5477225575,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"샤워를 뜨거운물로 하고 관리를 잘 안했더니 
 건조하고 각질일어나고 해서 찾아보던중 이것저것 
 구매중 선크림에 딸려온 이제품을 처음 접했어요 .
 피부가 이것저것 발라바야 뭐 나고 그래서 로션하나랑 선크림만 발랐었는데 이 수분크림이랑 선크림만 발라도 촉촉하고 피부가 가벼워서 좋더라구요 
 그래서.증정품 다쓰고 세일이 마침하길래 다시 장만했어요 뭐 안바르고 걍 아 수분크림만 발라도 저는 자극없고 건조하거나 답답하지않아서 이거 바른후에
 선크림에 쿠션하나 바르는데 마스크쓰고 그래도 이게 제 피부에 제일 잘맞아서 잘쓰고 있어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",547
