id,review,label
644,"평소 귀찮아서 세안 후 에센스 패드로 닦아내고 달바세럼만 가볍게 뿌리곤 했어요 어쩌다가 로션만 추가하는 정도로 관리를 제대로 못했는데 ㅠㅠ 어느덧 보니 주름이 잡히는 거 같아서 열심히 알아보다가 수분이 부족하면 주름이 생기기 쉽다고 하더라구요! 그래서 걱정되는 마음에 수분크림 서치했는데 성분이 좋고 가격이 부담되지 않으면서 흡수력이 좋다고 해서 구매했어요 이벤트라 1+1로 구매했고 남편과 함께 사용하려구요 오자마자 스킨 패드후 앰플 그리고 수분크림으로 마무리했는데 자기 직전이라 듬뿍 발랐는데도 불쾌하게 끈적거리지 않고 싹 스며드는 느낌이라 마음에 들어요 바르고 몇 분 지났는데 번들거리지 않고 촉촉한 느낌이네요~!! 수분크림은 피부에 겉도는 느낌이 있으면 별론데 싹 스며들면서 건조함을 잡아주는 제품 같아요^^ 남편도 여드름성 피부인데 뽀송뽀송하게 마무리 되면서 수분을 머 금고 있는 기분인데 가볍게 잘 발려서 좋다고 합니다 ㅎㅎㅎ 또 향이 강하면 호불호가 갈리는데 향이 강하지 않고 은은한 향이에요~ 향이 너무 강한 걸 선호하지 않는데 그렇지 않아서 이 또 한 마음에 듭니다. 오래 써봐야 이 제품을 더 정확하게 판단할 수 있겠지만, 저희 부부에게는 좋은 인상을 주는 제품이네요!! 주변에도 추천할 의사 있습니다 ㅎㅎㅎ 이렇게 좋은 가격 이벤트 자주 했으면 좋겠어요^^",1
783,클렌저가 좋아서 구매해본 수분크림~ 바르면 물기가 촉촉 느껴지지만 개인적으로 좀 가벼워서 저는... 좀 더 더워지면 발라보려고요~~,0
986,지성인 남자친구를 위해 구입했어요. 정확히 말하자면 수분 부족 지성 (수 부지)인데 그 걸 여태 모르고 크림을 안 바르고 살던 사람이에요. 얼마 전부터 기름기는 있는데 피부가 떠서 수 부지요 크림 중 가장 유명하고 순한 이 제품을 추천받았어요. 수 부니 이 신 분들께 정말 강추합니다!! 사용 후 끈적하거나 기름진 것도 없어서 여름에 마스크 쓰는데도 괜찮아요. 수분이 츙분해서 피부가 뜨는 것도 바로 없어졌고 속담 김이 훨씬 줄었다네요. 바르기에도 제형이 편하고 냄새도 괜찮고 무엇보다도 성분이 좋아서 트러블이나 각질이나 여러 가지 문제 있으신 분들에게도 추천드립니다! 유리 용기가 사용이 불편하다면서 사은품으로 온 튜브만 계속 사용 중이에요. 이 부분만 개선된다면 정말 단점이 없을 것 같아요.,1
934,"친구 선물로 구매했습니다!! 전형적인 수 부지 피부에 요즘 더운 날씨와 마스크 때문에 피부에 잔 트러블이 많아져서 진정+수분 토너를 원하길래 선물해줬습니다!! 알 누아 제품은 워낙 후기도 좋고 많이들 추천하길래 테스트 없이 선물해줘서 자세한 느낌은 잘 모르지만^^… 선물 받은 친구 말로는 확실히 토너가 깔끔하고 수분감 많아서 여름에 쓰기 좋다고 했어요!! 어성초 성분이 피부 진정부터 쿨링, 보습에 좋다고 알려져 있는데, 어 성초 토너도 괜찮은 것 같아서 선물해준 입장에서 정말 좋았어요!! 특히 피부 진정 기능이 엄청 괜찮아서 저녁에 민감해진 피부 진정시키는데 최고라고 합니다 친구는 토너를 그냥 바르 기조 하는데, 토너 팩으로 얹어두는 것도 좋다고 하네요! 아 누아에서 토너 패드도 나온 걸로 알고 있는데, 고 제품도 한번 써 보고 싶습니다!! 좋은 선물해준 거 같아서 너무 뿌듯하네요 ㅎㅎ",1
371,"자극 없이 순하고, 바를 때 촉촉한데 마무리감이 산뜻하네요. 그렇다고 건도 해지거나 그런 것은 없어요 건성이라면 너무 산뜻해서 간조하다고 느낄 수도 있을 것 같아요",0
429,가볍게 발리는 수분크림이에요 너무 맘에 들어요!! 트러블에도 좋다니 최고예요 ㅎㅎ,0
457,성분이 순한 게 느껴져요 유분기가 많지 않아서 바르고 나서 손 안 씻어도 되고 좋아요,0
492,저는 알 누아 어성초 패드를 오영 체험단으로 신청해서 써보고 좋아서 토너도 같이 사용해보려고 토너도 구입했습니다 패드로 얼굴을 닦아내고 토너로 흡수시키며 사용하고 있습니다~ 우선 향이 정말 좋아요 은은하고 고급스러운 향이 나요~~ 토너도 산뜻한 타입이라 피부에 얹었을 때 바로 흡수되어 여름철 토너로 정말 좋네요 산뜻하기만 하고 보습력이 부족할 줄 알았는데 보습력도 좋아요 이 점이 가장 마음에 드네요 산뜻한 타입이고 흡수도 잘 되면서 촉촉한 토너라는 점이요 어성초 토너이기 때문에 진정 효과가 좋고 민감성이나 지성 피부에 사용하는 제품인가 했는데 전 복합성 피부인데도 잘 맞네요 바르는 순간 순하다는 느낌이 들고 트러블도 없습니다 진정 효과도 좋습니다 여름철 붉어진 피부에 진정 효과를 주고 안색 개선에도 효과가 있어요 아침저녁으로 패드와 함께 사용하는데 피부가 촉촉해지며 맑아졌어요 왜 유명한지 알 것 같네요,1
768,아니 택배를 뜯자마자 상자가 열려있고 ㅠㅠㅠ 화장솜이 뜯겨서 왔어요 근데 화장솜을 보니까 뭐가 기어 다녀서 봤더니 ㅠㅠㅠㅠ 작은 벌레가 기어 다녀요 ㅠㅠㅠㅠ 밖에 가 아니라 안에서 기어 다녀서 쓰지도 못하겠고.. ㅠㅠㅠㅠ 벌레.. 가 활발하게 움직여요..,0
313,피부가 시원하다는 느낌이 들어서 좋아요 수분도 충분하고요,0
1175,"진짜 되게 순해요....ㅎㅎ.... 이거 전에 올리브 영에서 그 이벤트 당첨되서 받고 써봤는데, 제일~~~!! 좋고 피뷰 자극도 없고 약간 파란 하늘색 ? 느낌인데 흡수가 되게 잘되요 !! 보면 알갱이 같은게 있은데 수분 알갱이 인듯해요..! 자극 없이 잘 발리고 화장도 안밀리고 이거랑 자작나무 선크림이랑 바르니 촉촏하니 좋네욤!!! 민감성 피부라 이것저것 한 제품 오래 못바르는데요 ㅜ 이건 진짜 피부가 좋아지는 게 보이네요 남편이랑 같이 쓰는데 둘다 피부 좋아졌어 옴~ 발림성도 좋고 일단 지금처럼 여름엔 쵝오 일듯..!!! 이거 튜브타입을 증정으로 주는데 크림처럼 떠서 바르는 것보다 튜브가 간편하고 위생적이여서 좋은 것 같네욤~~ 튜브만으로도 나와도 될 듯해요!! 피부 진정에 모든 피부가 사용하기 좋을 거 같네욤! >^_ < 마스크 때문에 자극을 많이 받아 진정이 필요한 얼굴 모공이 넓은 사람 수분 부족한 지성피부 여드름 피부 민감성 피부 복합성 피부 에게 딱 좋은 제품인것 같아요 ~~^^ 그냥 쓰다보니 좋네요 근데 진짜 좋아요 후기 좋은데는 이유가 잇겟종",1
597,어 성초 성분을 좋아하는데 자극 없이 닦토로 잘 사용하고 있어요,0
1380,요즘 날씨가 추위 지고 히터나 기타 난방 때문에 피부가 계속 건조해져서 너무 고민이었는데 때마침 좋은 제품 만나서 너무 촉촉해졌어요 그냥 쪼르륵 물 같은 토너인데 효과는 끈적이는 토너만큼 좋습니다. 향도 없어서 자극이 더 없는 느낌이고요! 저는 우선 며칠 동안 화장솜 없이 사용했는데 기온이 약간 오르면 사용해보려 합니다. 그럼 닦이 토의 느낌으로 피부 결까지 정돈되겠지요! 받았을 때 기분이 좋았던 건 불 필요한 플라스틱 포장이 따로 없었다는 거예요!! 종이테이프에 종이 설명서도 없이 제품 용기 앞면에 자랑스럽게 전 성분을 표시해줘서 맘이 쏙 홀렸습니다. 좋은 제품입니다 ^^ * 본 상품 후기는 오영 체험단으로 선정되어 CJ 올리브 영으로부터 위 상품을 무료로 제공받아 작성한 것입니다. 맘에 쏙 드는 촉촉 토너,1
367,무난하게 사용하기 좋아요 건성피부에도 촉촉합니다ᄋ,0
1519,"어 성초 77 큰 통으로 한번 쓰고 패드로 한번 구매해서 쓰고 요번에는 요 작은 아이 할인해서 구매했어요!! 이 토너는 물도 너임에도 촉촉하게 보습감이 느껴진다는 게 제일 좋아요. 토너부터 보습이 되고 촉촉한 걸 좋아해서 콧물 제형을 좋아했는데 요 어성초 77을 만나고부터 물도 너 완전 좋아 여ㅜㅜ 여름이 어서 산뜻하게 마무리되는 감도 좋고,, 아주아주 대만족입니다. 닦도를 해도 좋지만 저는 손으로 흡도 해주는 걸 좋아해요. 다른 제품보다 확실히 흡수가 잘되고 촉촉해지는 게 느껴져요. 저는 딱히 문제성이 있는 피부가 아니라 진정 효과는 상관이 없지만, 각질 제거했을 때 토너 팩해주면 금방 진정되고 좋더라고요.. 모든 피부다 입에 좋을 것 같아요. 보습되는 게 무겁게 되는 게 아니고 가벼워서 지성분들에게도 좋을 것 같고요. 건성이신 분들도 보습이 가능한 토너라 딱 좋을 것 같습니다. 저는 강추에요! !",1
807,지성인 제 부피에 매트하고 산뜻하니 잘 맞는 거 같아요 기름기도 덜 도는 거 같아요,0
717,겨울철에 너무 피부가 건조해져서 세럼만으로는 부족해서 결국 수분크림을 사야 될 것 같아 구매했습니다!!! 겨울이라 살짝 무거운 감이 있는 크림을 사용하고 싶어 이것저것 비교해보다 겨울철에는 이 자작나무 수분크림이 좋다고 해서 구매했어요. 막 가볍지만은 않고 적당한 끄덕함이 있어 피부에 바르고 나면 뭔가 피부가 쫀쫀한 느낌이 들었어요. 피부에 흡수는 잘 되는 편이였고 전단계에 바르는 걸 미는 느낌은 아니었어요 패키지로 수분크림 20ml 더 와서 양도 넉넉해서 좋았어요 안 좋았던 점은 다 바르고 나면 투명한 알갱이 (사진 참고해주세요 손톱 위에 작게 올려져 있어요) 가 보이는데 이게 잘 융화가 안되어서 떼어내야 될 때가 있더라고요ᅲ 그거 말고는 크림 자체는 확실히 수분감이 느껴졌어요,1
1284,"여드름이 안 나던 피부였는데 갑자기 생긴 성인 여드름으로 엄청 고생했거든요 피부과 다니고 난리 난리 그래서 진정에 효과가 있다는 수분크림을 찾다가 이 제품을 알게 되었는데 이젠 다른 제품 사용하기가 겁날 정도에요 다시 피부가 괜찮다 싶어 다른 제품을 써봤는데.. 트러블이 ...... 또... 이 제품 쓰고는 다시 나아졌어요 기능성 제품을 쓰고 플 때 이 제품과 같이 사용합니다 부분적으로? ? 그랬더니 괜찮더라구요 속 건조가 심하여 한번만으론 눈 주위가 땡겨 부족한 느낌이라 두세번 덧바르고 기능성 제품 조~ 금 그래도 전혀 기름지지 않아요 복합성이나 지성 피부 타입도 사용하셔도 좋을 것 같아요 다만 확 줄어드는 크림이 맘이 아플뿐 이렇게 행사할 때 여러개 구매합니다 금방 금방 빠르게 소진되어서 :) 민감, 트러블로 스트레스 받는 분들 강추합니다 !! 이렇게 리뷰 길게 안쓰는데 이건 진짜에요 트러블 심했을 때 주변 추천 받은 제품들 잘 맞는 경우 잘 없잖아요~ 피부마다 받아들이는 게 다르니 하지만 이 제품 꼭 한번 써보셨음 좋겠습니다",1
1557,저번에 한 번 샀는데 괜찮아서 쟁여두려고 구입했어요! 전 피부가 예민한 편인데 어 성초가 잘 맞기도 하고 특히 알 누아 어성초 토너는 순해서 좋았어요! 닦토로도 쓰지만 개인적으로 팩으로 사용하는 게 더 좋아서 주로 팩처럼 쓰고 있는데 피부에 열을 많이 받거나 자극을 많이 받았을 때 얇은 화장솜에 듬뿍 적셔서 올라주면 열감이 가라앉는 게 느껴져서 만족했어요! 토너 자체에 약간의 점성이 있지만 끈적거리지는 않고 오히려 너무 순해서 아무것도 안 바른 느낌이 들었어요! 그렇다고 건조하진 않았고 흡수력도 좋아서 요즘 같은 날에 쓰기 딱 좋아요! 건성 분들이 사용하기엔 보습력이 살짝 아쉬울 듯하고 다른 크림이랑 같이 발라주면 좋을 것 같아요! 전 건조하면 가벼운 크림까지 발라주고 평소에는 패드로 한번 닦아내고 토너랑 앰풀만 바르는데도 충분했어요! 요거 쓰면서 속 건조도 많이 좋아져서 맘에 들었어요~,1
1028,친구네 집에서 만취해서 화장지우고 이 수분크림을 바르고 다음날 일어나서 거울보고 정말 깜~~ 짝 놀랐어요 >.< 보통 술마신 다음날 에는 피부가 거칠고 푸석푸석하기 마련인데.. 다음날 거울보니 피부가 촉촉 맨질맨질 .. 감사했습니다 ^ 0^♡♡ 그래서 다음날 집에 가자마자 친구한테 물어보고 당장 구매했습니다 안에 투명한 알갱이 들이 있어서 조금 불편하긴 하지만 손바닥 열감을 이용해 잘 비벼주어서 바르면 아주 꿀 피부가 된답니다 > 0< ♡♡ 원래 수분크림은 너무 가볍고 보습이 안되서 안써서 었는데 이거는 약간 인생템 재질이에요 > < 알고 보니 원래 유명하기도 했더군요.. 나만 왜 이제야 안 것 일까... 아무튼 제형이 가벼운 제형임에도 불구하고 수분 충전감이 너무 좋고 산뜻해요 전혀 끈적임 없이 딱 흡수 되고 흡수 되고 나서도 속당 김이 없이 촉촉함을 유지시켜 줍니다.. 저는 보통 자기 전에 한 번 바르고 삼십분이나 한시간 뒤에 살짝 옅게 덧발라 줍니다!! 그러면 다음날 아침까지도 촉촉해요^ 0^,1
389,제가 지금 피부과 (피지 억제) 약 먹고 있어서 피부 타입이 건성으로 바뀌었는데 보습력으로 정말 좋은 거 같아요 여름이라 날씨 때문에 햇빛 받고 나면 얼굴 빨갛게 달아오르는데 이거 쓰고 나면 진정 효과도 있고 좋아요 요즘 꾸준히 사용 중입니다!,0
535,가격대는 좀 있지만 그만한 값어치는 충분히 합니다. 요즘 같은 환절기에 이거 쓰면 딱입니다.,0
1329,"모낭염이 이 둘 투 둘하게 자잘하게 나서 그동안 티트리, 병풀추 출물, 마데카소 사이드 제품들만 써봤다가 결국 어성초에도 손을 댔다네요 어성초 기초 제품들 중 가장 유명한 것 같아서 알 누아 어성초 토너를 구매해봤습니다 써본 걸과 너무 신기하게도 이틀? 정도만 써봤는데 안 가라앉던 오돌토돌 모낭염이 거의 들어갔어요 솔직히 기능성이 아닌 기초화장품으로는 보습 정도가 최대 지지 이렇게 진정 효과가 뛰어날 거라는 생각을 못 해서 놀라는 중입니다 화장품에 항생제라도 몰래 넣으셨는지...?라는 생각을 ㅋㅋ 할 만큼 ㅋㅋ 모낭염이 들어갔어요 너무 신기해요 어 성초가 잘 맞는 건지 이 제품하고 잘 맞는 건지 아직 모르겠지만 계속 효과가 있으면 재구매할 것 같습니다 너무 좋고 지금 피부가 오랜만에 매끈해서 기분이 좋아요 어 성초가 찬 성질이라 들었는데 그래서 그런지 얼굴도 조금 시원해요",1
254,스킨팩하려고 샀는데 용량이 넉넉해서 맘에 드네요!! 할인까지 해서 싸게 잘 샀어요~,0
378,말이 필요 없는 인생 토너에요~! 아무거나 바르고 물만 바꿔도 트러블 생기는데 요 곤 건강한 성분의 느낌으로 다가 트러블이 나긴커녕 트러블이 진정되여 ㅠㅠ ..! 근데 눈에 들어가면 쪼금 또 갑 ..! 진정과 보습은 뛰어나나 글 건성이 쓰긴에 좀 당길듯해요!,1
583,원래 다른 제품 썼었는데 복합성이라 맞는 거 찾기가 힘들었는데 이 제품이 딱 좋네요 ㅠㅠ,0
483,여름에 쓰기 딱! 좋은 수분 크림😁 여름에 수분크림 쓰기 부담스러우실 거 알아요..ㅠㅠ 저도 그렇습니다.. 저는 수 부지 타입이라 크림 타입보다는 가벼운 제형으로 보습을 채우고 있었어요 가벼운 제형으로 아무리 발라도 기름이 많이 나서 스트레스받다가 우연히 이 제품을 사용해봤는데 오히려 기름이 안 생기더라고요 그래서 바로 구매했습니다. 라운드랩 제품 들은 정말 다 순한 거 같아서 트러블이 생길까 걱정을 안 하고 샀어요 발림성도 굉장히 좋고 무겁다는 느낌이 전혀 안 들었어요!! 저 같이 피부가 수 부지 타입이신 분들 크림 쓰기 부담스러운 거 알지만 이 제품 사용하면서 유수분 밸런스 맞춰주시면 오히려 기름이 안 생기고 메이크업이 더 잘 먹는 신기한 현상을 보실 수 있으실 거예요!! 지금은 1+1 기획에 할인까지 하니까 구매 추천드려요 수 부지 수 부지 수분크림 가벼운 수분크림,1
1417,제가 기초 제품 고를 때 제일 중요하게 생각하는 건 성분입니다. 유해 성분이 있다 해도 꼭 탈 나는 건 아니지만 오일이나 피이지 같은 성분 조심해서 나쁠 건 없기 때문입니다. 이 제품은 제가 고른 제품답게 (ㅎㅎ..) 유해 성분이 전혀 없습니다. 사실 처음 접한 건 화해였는데 화해에서 처음 구매하고 너무 좋길래 올리브 영에서 재구매하게 되었습니다. 전에는 싸이닉 더 심플 크림을 3통 사용하였어서 심플 크림과 비교해보자면 라운드랩 크림이 훨씬 더 촉촉함이 오래갑니다. 끈적임? 당연히 없고 흡수 역시 빠른 편입니다. 유분이 전혀 안 느껴지고 수분만 느껴집니다. 건성 분들이 사용하기엔 여름에도 비추천.. 지•복합성은 겨울에 사용하기에도 충분한 수분감입니다.,1
1302,레전드 중의 레전드 갑 오브 갑 최고 중의 최고 더 무슨 말이 필요할까요 저 진짜 토너 유목민이라 지금까지 써 본 토너만 20종류가 넘는 것 같은데 이제 떠돌이 생활 끝내고 아 누아로 정착해도 될 것 같아요 사람마다 피부다 입은 모두 다르니 개인차가 있겠지만 적어도 저한테는 진정 효과가 최고였어요 수 부지 추정 피부 타입에 이마에 종종 좁쌀 여드름 올라오고 볼에도 가끔 화농성 여드름 나는 민감한 피부인데요 알 누아 토너 처음 썼을 때부터 두통째인 지금까지 약 3개월? 동안 볼에 뾰루지 한 번이 안 났네요 너무 신기해요 진짜 저한테 어 성초가 잘 맞아서 그런 건지 모르겠지만 지금까지 다른 어성초 제품들 사용했을 때 이 정도로 효과가 좋진 않았거든요 개인적으로 정말 효자 템이에요 이제 없으면 못 사는 인생 템 ㅠ 앞으로 피부 타입이 바뀌지 않는 한 토너는 아묻따 아누 아입니다,1
1434,꼭 성분표 확인하고 구매하세요 원래 화장품 바꾼다고 트러블 안 나는 사람인데 크림 바꾸고 피부 다 뒤집어졌습니다.... 후기 보니까 성분 안 맞는 분들은 다 피부 뒤집어지는 듯 ㅠㅠ 가족들도 못 주겠고... 그냥 보디로션으로 사용해야겠습니다..... 트러블 외에 수분감도 잘 모르겠음... 푸석푸석한데 번들거리는 느낌 ㅠㅠ 지성도 건성도 만족 못 할 것 같은 느낌 ㅠㅠ 흡수도 느리고... 알갱이는 잘 녹지도 않고..... 잘 맞는 분들은 잘 맞나 본데 저한테는 최악의 수분크림이었습니다...... 원래 쓰던 거 세일 안 해서 사본 건데 돈만 두 배로 나가게 생겼네요 😂,1
418,라운드랩 아이템 좋아서 구매해봄! 여름에 쓰기 넘 좋긔! !,0
841,늘 쓰던 거라 올 영 갈 때마다 구매하는데 복합성에 좋아요,0
405,"와.... 급 트러블 진정 템이랑 피부 결 살리는 데 이만한 제품 없습니다. 유명세 치른 제품이라 광고일까 봐 안 썼는데, 이걸 왜 이제 썼나 싶어요!! 그리고 저는 닦도보다는 토너 팩이 좋다고 생각되네요 ㅎㅎ",0
549,"한 번 써본 이후로는 쭉 이 제품만 씁니다. 우선 제품이 순해서 한 번도 피부 트러블이 생긴 적이 없고, 피부가 땅긴다거나 간지럽다거나 아픈 적이 없었어요. 그래서 여러 개 사두고 쟁여두고 쓰고요. 피부가 촉촉해지는 느낌이라 항상 믿고 씁니다. 주변에도 홍보 많이 했어요^^",0
532,제 형은 젤 크림 같은 느낌이라 바를 때 촉촉하고 흡수되면 산뜻해서 좋아요. 지성에 가까운 복합성이라 수분감에 무뎌서 잘 못 느꼈는데 어느 날엔 양치하고 난 후 건조해진 입술이랑 입가에 하얗게 일어난 피부에 발라주었더니 밤새 건조하지 않고 효과를 보았습니다. 올리브영 판매 순위도 높고 화장품 성분 분석하는 분이 추천하는 거 보니 효과도 성분도 좋은 것 같고요. 다만 재구매를 망설이게 만드는 점이 있다면 다른 후기들에도 나와있는 것처럼 안에 들어있는 수분 캡슐 이 생각보다 많이 안 터진 채로 피부에 남아있다는 거예요. 손으로도 만져지고 아무리 투명해도 눈으로 보이는 크기인데 어떤 것들은 뽁뽁이 터트리듯이 손가락으로 아주 세게 눌러야만 터질 정도로 그냥 그대로 남아있어요.,1
455,"✔️ 보습력 👍🏻💜 ✔️ 진정 효과 👍🏻💜 ✔️ 끈적임 없는 촉촉함 👍🏻💜 ✔️ 향 👍🏻 💜 모든 피부 타입 추천✨ 가장 마음에 들었던 점 - 피부 온도를 낮춰줌 (여름에 사용하면 더 좋을 듯! ) - 진정 효과 평소에 피부가 예민한 편은 아닌데 피부와 맞지 않는 제품을 사용해서 피부 컨디션이 좋지 않은 상태에 이 제품을 바르게 됐어요 아비브 다른 제품을 사용해본 적은 없지만 마스크팩은 너무 잘 쓰고 있기 때문에 일단 아비브에 대한 신뢰도가 어느 정도 있었습니다! 그 신뢰도는 역시 틀리지 않았는지 뒤집어졌던 피부에 진정을 선사해줬어요... ㅜㅜ 아비브 어성초 라인 마스크팩을 만족스럽게 사용했다면 이 제품도 만족할 거 같아요! 저는 오겹솜에 촉촉하게 적셔서 사용했는데 두겹: 세안 후 피부를 닦아내기 세겹: 5분정도 피부에 올려두고 진정을 시키기 이렇게 사용했습니다! 제가 수부지라 너무 끈적거리거나 산뜻한 극의 제품 들은 사용하기 꺼려지는데 이 제품은 끈적임 없이 촉촉해서 제형도 너무 만족해요!! 사용하면서 여름에 쓰면 더 좋을 것 같다고 느낀게 피부 온도를 낮춰주는 느낌이 있었어요 신기해서 상품 설명을 찾아보니 황금추 출물, 금은 화추출물이 피부 온도를 낮추는 데 도움을 준다고 해요 효과를 제대로 느낀 거 같아요 * 본 상품 후기는 올 영체험단으로 선정되어 CJ올리브영으로부터 위 상품을 무료로 제공 받아 작성한 것입니다.",1
481,보습보다는 수분감 충전 급건성에는 부족합니다. 마무리 보습 크립 한 번 더 발라줘야 합니다,0
1019,제돈 제산 토너입니다 :) 향이 거의 없고 자극 없이 순해요! 처음에 샘플로 받아서 써봤다가 너무 좋아서 제 돈 주고 샀어요!! :) 요즘 미세먼지가 너무 심해서 마스크가 닿는 라인 주위로 해서 오돌토돌하게 여드름 같은 게 많이 올라왔는데 이거 쓰고 진짜 많이 진정됐어요!! 마스크 때문에 트러블 장난 아니신 분들 꼭 사용해보세요!! 제형은 물처럼 가볍고 수분 충전용으로 사용했어요!,1
459,늘 쓰던 건데 안 쓰다가 다시 쓰려고 샀어요 로션도 써볼까 해요 진정 좁쌀에 최고인 듯,0
329,순하고 제품 구성 좋아서 만족합니다. 양도 넉넉한 것 같아요,0
